"longitude","latitude","environment.2020_land_distance","environment.2020_mean_depth","environment.2020_net_primary_production","environment.2020_sea.bottom_dissolved_oxygen","fishing.activity.2020_total_fishing","species.richness.2020","stocks.richness.2020","thermohalinity_2020","1","4","hotspot"
17.22,41.53,-0.444663381,-0.292297399,-0.292649597,1.174782553,-0.312151501,0.635649978,1.168644355,-0.71976446,NA,0.415458658646257,1
17.72,41.53,-0.482309122,-0.337064969,-0.320036954,1.123705236,-0.421177528,0.067153249,0.507161305,-0.506800521,NA,NA,0
18.22,41.53,-0.482309122,-0.332715364,-0.341918906,1.162362818,-0.356241664,0.260559352,1.026897987,-0.593635295,NA,0.334550265055714,1
18.72,41.53,-0.376655944,-0.086737938,-0.258408538,1.401203765,0.2399412,0.981436648,1.263141934,-0.980960208,NA,0.498824485812558,1
19.22,41.53,0.780663351,1.488310144,1.147828812,1.968617749,2.13318394,1.385831228,1.404888302,-1.605614981,0.761546635764011,NA,1
1.22,41.03,4.082238132,1.043158258,2.324560038,1.613138742,3.710528625,1.538211795,1.263141934,-1.460736949,0.446941273105415,NA,1
1.72,41.03,1.888884255,-0.012016526,1.799035653,0.776125574,4.968981393,2.358722538,1.54663467,-1.16096483,0.415207875636212,NA,1
2.22,41.03,0.865319125,-0.204959342,0.849482567,0.25398973,1.38947881,2.393887284,1.49938588,-0.533296603,NA,0.477011512403884,1
2.72,41.03,-0.376655944,-0.3409059,0.48220248,-0.068515868,0.191203577,1.3389449,1.357639513,-0.067782011,NA,0.421728806753924,1
3.22,41.03,-0.444663381,-0.372115284,0.228937631,-0.179638022,-0.286008144,0.582902859,0.979649198,-0.08343771,NA,NA,0
3.72,41.03,-0.482309122,-0.38919577,0.211727984,-0.109975673,-0.435068586,-0.149696019,-0.201570534,-0.209279346,NA,NA,0
4.22,41.03,-0.539251145,-0.396063172,0.150482918,-0.035166966,-0.435445559,-0.67130642,-0.721307216,-0.150071414,NA,NA,0
4.72,41.03,-0.563312625,-0.397365704,0.104588448,0.006885415,-0.435445559,-0.718192748,-0.863053584,-0.134321345,NA,NA,0
5.22,41.03,-0.58318309,-0.396370692,0.136602816,0.058893977,-0.435445559,-0.630280883,-0.674058427,-0.19045289,NA,NA,0
5.72,41.03,-0.605272428,-0.396873811,0.161066488,0.102517478,-0.435445559,-0.642002465,-0.674058427,-0.235685592,NA,NA,0
6.22,41.03,-0.610938243,-0.397543249,0.091875489,0.106813093,-0.435445559,-0.759218285,-0.957551163,-0.117975384,NA,NA,0
6.72,41.03,-0.581395866,-0.398777147,0.062411766,0.142156101,-0.435375543,-0.806104613,-0.910302373,-0.030160417,NA,NA,0
7.22,41.03,-0.540676958,-0.400311737,0.083389579,0.169020205,-0.433572567,-0.765079076,-0.815804795,0.041417131,NA,NA,0
7.72,41.03,-0.484637984,-0.39962436,0.181281408,0.161897151,-0.432409579,-0.548229808,-0.390565691,0.056370006,NA,NA,0
8.22,41.03,-0.381237004,-0.364235161,0.281189236,0.026736536,-0.279321127,0.846638455,1.121395566,-0.229989078,NA,NA,0
8.72,41.03,0.704473162,-0.155608719,0.359493458,0.976545589,-0.146759586,2.100847733,1.357639513,-0.725447112,NA,0.67584173117047,1
9.72,41.03,0.704473162,-0.000607275,0.294380714,0.50842772,0.09884087,2.059822196,1.49938588,-0.860237787,NA,0.712732030641647,1
10.22,41.03,-0.381237004,-0.34047396,0.183441057,-0.322528637,-0.382990593,0.641510769,1.168644355,-0.461762404,NA,NA,0
10.72,41.03,-0.495685071,-0.366441734,0.127225867,-0.198780267,-0.433467374,0.582902859,0.83790283,-0.333078431,NA,NA,0
11.22,41.03,-0.539251145,-0.351099655,0.083685206,-0.215947213,-0.435323578,0.395357546,0.648907673,-0.255454665,NA,NA,0
11.72,41.03,-0.482309122,-0.365231909,0.052408849,-0.228835867,-0.433625836,0.160925905,0.459912516,-0.137514733,NA,NA,0
12.22,41.03,-0.376655944,-0.339862971,0.314761619,-0.151888145,0.296425178,1.139678006,1.310390723,-0.240995632,NA,0.398267909016311,1
12.72,41.03,0.780663351,-0.074417123,0.793293618,0.213099762,4.24873057,2.247367509,1.49938588,-0.860702386,0.402097841477325,NA,1
13.22,41.03,1.483957386,0.777629077,0.132115754,-0.195729849,1.040233216,1.778504227,1.404888302,-1.15918944,0.353148846194618,0.450475780198619,1
13.72,41.03,2.152086716,1.166811547,0.472152917,0.665758856,3.533693088,1.303780154,1.263141934,-1.759353734,0.540631574152323,NA,1
17.22,41.03,0.780663351,-0.068528645,-0.209306944,1.517910558,0.962734564,1.842972928,1.404888302,-0.951311361,0.33070014275852,0.504621101715618,1
17.72,41.03,-0.381237004,-0.300391061,-0.243663926,1.172635306,-0.116480718,0.805612917,1.215893145,-0.661897831,NA,0.467451605993605,1
18.22,41.03,-0.444663381,-0.325057461,-0.302070809,1.113549788,-0.406067867,0.489130202,1.121395566,-0.577370854,NA,0.37138939898669,1
18.72,41.03,-0.398470496,-0.244179634,-0.339522079,1.160990859,0.129016049,0.817334499,1.215893145,-0.853902902,NA,0.480145792727845,1
19.22,41.03,0.635539194,2.075394403,0.832879366,1.763233799,1.144031843,1.333084109,1.452137091,-1.561789309,0.744498278407394,NA,1
28.22,41.03,6.494927379,5.650870562,0.623651254,1.558150039,-0.271058209,-0.911598852,-0.957551163,1.965907538,NA,NA,0
0.72,40.53,1.669548855,2.866161175,3.511469908,2.191871059,9.660818857,1.233450662,0.790654041,-1.739016908,0.348683658224047,NA,1
1.22,40.53,-0.28358053,0.296512883,1.300168836,1.359540727,3.548728481,1.942606375,1.452137091,-0.345702119,0.435297735726446,NA,1
1.72,40.53,-0.421448495,-0.342928332,0.472770007,-0.153446745,-0.027294523,1.028322976,1.263141934,0.107910783,NA,NA,0
2.22,40.53,-0.447709044,-0.371747695,-0.002758372,-0.175203885,-0.394743459,-0.055923363,0.270917359,0.175406339,NA,NA,0
2.72,40.53,-0.484637984,-0.381327684,-0.101919981,-0.186987416,-0.431691153,-0.448596361,-0.48506327,0.231849152,NA,NA,0
3.22,40.53,-0.484637984,-0.387418821,-0.077920941,-0.178510335,-0.435445559,-0.536508226,-0.579560848,0.211645554,NA,NA,0
3.72,40.53,-0.447709044,-0.39211252,-0.003686931,-0.120673022,-0.435445559,-0.524786644,-0.248819323,0.134228783,NA,NA,0
4.22,40.53,-0.447709044,-0.396183194,0.007869818,-0.098126299,-0.435445559,-0.472039525,-0.248819323,0.142589329,NA,NA,0
4.72,40.53,-0.484637984,-0.398440577,-0.021480082,-0.038187209,-0.435445559,-0.618559301,-0.626809638,0.2219515,NA,NA,0
5.22,40.53,-0.540676958,-0.398378888,-0.014939561,9.53e-05,-0.435445559,-0.712331957,-0.674058427,0.222293331,NA,NA,0
5.72,40.53,-0.58318309,-0.398394281,-0.008495735,0.025831592,-0.435445559,-0.683028002,-0.579560848,0.17792724,NA,NA,0
6.22,40.53,-0.605925852,-0.398563608,-0.014295505,0.057130208,-0.435445559,-0.67130642,-0.626809638,0.196327184,NA,NA,0
6.72,40.53,-0.571825172,-0.399827252,0.023300197,0.09500821,-0.434288888,-0.811965404,-0.721307216,0.184662344,NA,NA,0
7.22,40.53,-0.513360461,-0.400535809,0.05793142,0.111421671,-0.42030808,-0.688888793,-0.910302373,0.132846209,NA,NA,0
7.72,40.53,-0.398470496,-0.389218686,0.18956611,-0.042223625,-0.215147752,0.524294948,0.743405252,-0.007289665,NA,NA,0
8.22,40.53,1.324878959,0.078329832,0.404687953,0.369602463,0.329087704,1.907441629,1.357639513,-1.428042308,NA,0.59309987935964,1
10.22,40.53,-0.28358053,-0.3401257,0.113848046,-0.299271231,-0.106180229,0.858360037,1.074146777,-0.227209252,NA,NA,0
10.72,40.53,-0.467404463,-0.385144193,0.031842645,-0.196933327,-0.435445559,-0.167278392,-0.059824166,-0.069592465,NA,NA,0
11.22,40.53,-0.54618617,-0.394825686,-0.017104257,-0.219597695,-0.435445559,-0.296215795,-0.296068113,0.03399773,NA,NA,0
11.72,40.53,-0.540676958,-0.390728971,-0.052598575,-0.189079373,-0.435445559,-0.436874779,-0.437814481,0.046597344,NA,NA,0
12.22,40.53,-0.484637984,-0.396370692,-0.041352582,-0.193541793,-0.429199814,-0.38412766,-0.579560848,0.047078881,NA,NA,0
12.72,40.53,-0.447709044,-0.392775939,-0.060177788,-0.286759572,-0.301299652,0.295724099,0.459912516,-0.032144194,NA,NA,0
13.22,40.53,-0.381237004,-0.351787726,-0.115093412,-0.296386052,0.473665567,0.547738112,0.790654041,-0.069153815,NA,NA,0
13.72,40.53,0.635539194,-0.278581228,0.144646369,-0.163815717,1.832895061,1.7960866,1.54663467,-0.328770698,NA,0.452520625983571,1
14.22,40.53,1.187011023,-0.034577856,0.873473329,0.444556546,0.758842178,2.475938358,1.688381038,-0.763290512,NA,0.517429935408946,1
14.72,40.53,4.082238132,0.062533823,0.896968643,0.403638664,0.488766804,1.362388064,1.121395566,-1.447227414,0.346634271175672,0.345704572596066,1
18.22,40.53,0.704473162,0.060355374,-0.264361555,1.588689478,4.446924881,1.819529764,1.49938588,-1.071262163,0.435771324318894,NA,1
18.72,40.53,-0.398470496,-0.257549281,-0.367598346,1.050065277,0.889043567,0.676675515,1.121395566,-0.770666696,NA,0.441152219447471,1
19.22,40.53,0.780663351,0.429540375,0.488998403,1.374740377,1.362970333,1.848833719,1.357639513,-1.56409701,0.613830670702102,NA,1
22.72,40.53,6.494927379,6.793036533,1.364021051,-10.0869116,-0.426522055,-1.327715014,-1.477287845,-2.424927323,NA,NA,0
24.22,40.53,1.187011023,0.889657608,0.34883368,2.04593881,1.998051238,1.602680496,1.404888302,-0.827832929,0.731622655962776,NA,1
24.72,40.53,1.066376551,0.970775826,0.573363288,2.146388082,0.075920334,1.503047049,1.310390723,-1.019565053,0.486810378779006,0.351482651538063,1
25.22,40.53,0.704473162,0.874540064,0.505752399,1.963653106,2.257635571,1.350666482,1.310390723,-0.893079004,0.732660304389631,NA,1
