longitude,latitude,environment.2018_land_distance_inv,environment.2018_mean_depth_inv,environment.2018_net_primary_production,environment.2018_sea.bottom_dissolved_oxygen,fishing.activity.2018_total_fishing,species.richness.2018,stocks.richness.2018,thermohalinity_2018,cluster,distance_class_interpretation,hotspot
5.22,38.03,-0.586641641,-0.399985352,-0.07791982,-0.057402531,-0.372381021,-0.692138089,-0.837988524,0.456105502,15,low risk,0
5.72,38.03,-0.565519107,-0.400396111,-0.067179738,-0.055926585,-0.372381021,-0.656739524,-0.748493766,0.447555445,14,medium risk,0
6.22,38.03,-0.556351544,-0.40042412,-0.114209714,-0.065631649,-0.372381021,-0.674438806,-0.793241145,0.5031301,14,medium risk,0
6.72,38.03,-0.556351544,-0.400410116,-0.160808278,-0.083991792,-0.371759851,-0.709837371,-0.837988524,0.491397005,15,low risk,0
7.22,38.03,-0.556351544,-0.400184655,-0.153913709,-0.083435528,-0.360815163,-0.70393761,-0.793241145,0.514711988,14,medium risk,0
7.72,38.03,-0.54618617,-0.399769498,-0.173111446,-0.042715623,-0.362139277,-0.715737132,-0.927483282,0.434348398,15,low risk,0
8.22,38.03,-0.489173097,-0.394255553,-0.17558362,0.025236261,-0.248011885,-0.47384694,-0.211525219,0.226983923,11,medium risk,0
8.72,38.03,-0.450693213,-0.381540066,-0.126751725,-0.048293566,-0.054998646,-0.208357704,-0.077283082,-0.052353558,11,medium risk,0
9.22,38.03,-0.489173097,-0.363418619,-0.101060894,-0.259917721,-0.041022898,0.27542268,0.772917119,-0.170062202,3,medium risk,0
9.72,38.03,-0.543469549,-0.323536065,-0.152790615,-0.362169704,0.404578939,0.405217418,0.862411877,-0.269321178,3,medium risk,0
10.22,38.03,-0.551403485,-0.275810309,-0.203587047,-0.383271286,-0.161130659,0.1220289,0.235948571,-0.330868051,7,medium risk,0
10.72,38.03,-0.556351544,-0.233633915,-0.242756761,-0.351691624,0.140954222,-0.273255073,0.146453813,-0.304273908,11,medium risk,0
11.22,38.03,-0.54618617,-0.2655838,-0.249234116,-0.412719095,-0.004331996,-0.17295914,0.28069595,-0.234015512,7,medium risk,0
11.72,38.03,-0.489173097,-0.294360803,-0.204287537,-0.41400098,0.365376057,0.635308088,1.265138287,-0.114383856,3,medium risk,0
12.22,38.03,-0.410355664,-0.304677242,-0.222686333,0.123692029,0.76893108,0.517312873,0.862411877,-0.084103493,3,medium risk,0
13.72,38.03,0.704473162,-0.320868154,-0.349628246,-0.339630198,1.474637851,0.098429857,0.325443329,0.109122847,7,medium risk,0
14.22,38.03,0.704473162,-0.329925811,-0.348724835,-0.302616803,0.318891152,0.027632727,0.191201192,0.06259524,7,medium risk,0
16.22,38.03,2.473778614,-0.239395311,-0.10776945,-0.258178764,-0.132000442,0.894897563,0.907159256,-0.574707117,8,high risk,1
16.72,38.03,0.635539194,-0.342928332,-0.178401805,-0.322265868,-0.102982441,0.788701869,0.907159256,-0.070639993,3,medium risk,0
17.22,38.03,-0.410355664,-0.371168072,-0.195130476,-0.418749748,-0.371923112,-0.261455551,-0.032535703,0.027591246,11,medium risk,0
17.72,38.03,-0.489173097,-0.391804885,-0.197928366,-0.415704447,-0.372381021,-0.55054383,-0.614251629,0.074588502,14,medium risk,0
18.22,38.03,-0.54618617,-0.398913141,-0.192031306,-0.371644035,-0.372381021,-0.674438806,-0.793241145,0.148046885,14,medium risk,0
18.72,38.03,-0.577698835,-0.405903806,-0.202226193,-0.325954193,-0.372381021,-0.792434022,-0.972230661,0.143466044,15,low risk,0
19.22,38.03,-0.522130683,-0.406286209,-0.234861034,-0.316529547,-0.372381021,-0.662639285,-0.837988524,0.134250543,15,low risk,0
19.72,38.03,-0.410355664,-0.403297816,-0.227618145,-0.311252181,-0.372381021,-0.462047418,-0.614251629,0.092028598,13,medium risk,0
20.22,38.03,0.635539194,-0.385144193,-0.158550275,-0.294092099,-0.341845081,0.210525312,0.101706434,-0.137258899,7,medium risk,0
20.72,38.03,0.959934366,0.752509211,-0.009497677,1.623738596,0.040132079,1.402276991,1.309885666,-0.878199789,2,high risk,1
21.22,38.03,0.959934366,2.526997839,0.33398538,2.370704787,0.359164722,0.712004979,0.951906635,-1.876435259,5,high risk,1
24.22,38.03,1.066376551,0.500290071,0.12398644,0.474059829,-0.042124764,2.086649242,1.623117319,-1.185193506,17,high risk,1
24.72,38.03,0.635539194,-0.18907375,-0.001837382,-1.683455209,-0.343248865,0.971594453,1.220390908,-0.725234479,2,high risk,1
25.22,38.03,-0.410355664,-0.239395311,0.032602091,-2.569498537,-0.372225275,0.186926268,0.683422361,-0.760697222,7,medium risk,0
25.72,38.03,0.635539194,-0.156309175,0.001257655,-1.733239486,-0.062878809,0.912596845,1.086148771,-0.837646755,2,high risk,1
26.22,38.03,0.865319125,0.168473877,-0.081152619,0.906237753,-0.042808555,1.891957136,1.57836994,-1.611371391,17,high risk,1
26.72,38.03,1.669548855,0.557072904,0.54420175,-0.23201282,0.039068783,1.797560963,1.667864698,-1.815663165,17,high risk,1
-1.28,37.53,6.494927379,1.006062249,1.051901133,-0.182993065,0.182713369,-1.028424454,-1.061725419,15.94170848,4,high risk,1
-0.78,37.53,1.187011023,0.831181159,0.971500322,0.30971447,1.751333747,2.411136085,1.712612077,-0.995205295,17,high risk,1
-0.28,37.53,-0.390063914,-0.249059674,0.621321772,-0.264477792,1.246816945,1.709064552,1.757359456,0.271707257,17,high risk,1
0.22,37.53,-0.491381518,-0.369892623,0.249045721,-0.119204468,-0.292633687,0.694305696,0.72816974,0.439310128,3,medium risk,0
0.72,37.53,-0.547516932,-0.395768847,0.045448078,-0.039324677,-0.297640149,-0.290954355,-0.032535703,0.436325584,11,medium risk,0
1.22,37.53,-0.543469549,-0.397878314,-0.032551316,-0.07480223,-0.332000748,-0.532844548,-0.56950425,0.428644509,13,medium risk,0
1.72,37.53,-0.543469549,-0.398332476,-0.088062586,-0.064801993,-0.352764921,-0.568243112,-0.614251629,0.422423492,14,medium risk,0
2.22,37.53,-0.543469549,-0.399551444,-0.145366986,-0.084541827,-0.370889012,-0.633140481,-0.793241145,0.421801857,14,medium risk,0
2.72,37.53,-0.543469549,-0.399667994,-0.158923608,-0.132839359,-0.371537011,-0.668539046,-0.837988524,0.459836181,15,low risk,0
3.22,37.53,-0.543469549,-0.39949288,-0.141189223,-0.15756802,-0.372025242,-0.656739524,-0.703746387,0.515123007,14,medium risk,0
3.72,37.53,-0.543469549,-0.399595194,-0.108595714,-0.149270886,-0.372364565,-0.615441199,-0.614251629,0.547507389,14,medium risk,0
4.22,37.53,-0.543469549,-0.399448899,-0.11550526,-0.123270143,-0.372381021,-0.62724072,-0.614251629,0.572460005,14,medium risk,0
4.72,37.53,-0.543469549,-0.399580611,-0.150562355,-0.095604703,-0.372381021,-0.668539046,-0.748493766,0.608527175,14,medium risk,0
5.22,37.53,-0.543469549,-0.399638944,-0.119170794,-0.087990647,-0.372381021,-0.633140481,-0.614251629,0.549416576,14,medium risk,0
5.72,37.53,-0.491381518,-0.399841719,-0.092377968,-0.08994554,-0.372381021,-0.509245504,-0.480009492,0.514973384,13,medium risk,0
6.22,37.53,-0.453617681,-0.399726095,-0.090159063,-0.098254405,-0.372381021,-0.467947179,-0.435262113,0.541582612,13,medium risk,0
6.72,37.53,-0.453617681,-0.399956648,-0.086765053,-0.104765176,-0.372197384,-0.521045026,-0.480009492,0.565607122,13,medium risk,0
7.22,37.53,-0.453617681,-0.399985352,-0.090017701,-0.09907373,-0.37130429,-0.515145265,-0.480009492,0.573842853,13,medium risk,0
7.72,37.53,-0.453617681,-0.399522162,-0.127630626,-0.064114687,-0.372381021,-0.526944787,-0.480009492,0.505532442,13,medium risk,0
8.22,37.53,-0.491381518,-0.39718654,-0.165514516,0.047642714,-0.367893968,-0.609541438,-0.524756871,0.441588367,13,medium risk,0
8.72,37.53,-0.447709044,-0.357535118,-0.148826229,-0.026548716,-0.33753213,0.34621981,0.907159256,0.046690144,3,medium risk,0
9.22,37.53,-0.417833977,-0.099266853,-0.111575032,0.325829456,-0.021153147,1.054191104,1.265138287,-0.251430394,2,high risk,1
9.72,37.53,-0.417833977,-0.170261917,-0.104759669,0.28400802,-0.243190266,1.10138919,1.399380424,-0.179511623,2,high risk,1
10.22,37.53,-0.447709044,-0.121839757,-0.119802979,0.60873692,-0.307029063,0.859498998,1.354633045,-0.30380317,2,high risk,1
10.72,37.53,-0.453617681,-0.024352272,-0.159003909,0.440183472,0.08575466,0.79460163,1.399380424,-0.379975014,2,high risk,1
11.22,37.53,-0.453617681,-0.187975035,-0.180589436,0.113041837,0.231432633,0.859498998,1.57836994,-0.105025818,2,high risk,1
11.72,37.53,-0.414137322,-0.174000534,-0.177780681,0.474526846,1.21832313,0.847699477,1.354633045,-0.285620227,2,high risk,1
12.22,37.53,0.572871917,0.398010625,-0.145348263,1.674818195,2.099624238,1.596969097,1.57836994,-1.095630981,17,high risk,1
12.72,37.53,3.392898338,2.31502074,0.027601877,1.303005761,2.443379714,0.888997802,0.951906635,-2.038304633,8,high risk,1
15.22,37.53,1.669548855,-0.30975427,-0.075019188,-0.28560534,0.107606447,1.39637723,1.13089615,0.025429045,2,high risk,1
15.72,37.53,0.635539194,-0.370280118,-0.121605023,-0.377083759,-0.337317478,0.87129852,1.041401392,0.094268839,2,high risk,1
16.22,37.53,0.572871917,-0.371459156,-0.138812834,-0.369853574,-0.069265145,0.635308088,0.817664498,0.107245487,3,medium risk,0
16.72,37.53,-0.414137322,-0.385958189,-0.170698945,-0.407060487,-0.362569275,-0.302753877,-0.122030461,0.274980463,11,medium risk,0
17.22,37.53,-0.491381518,-0.38905804,-0.173724025,-0.404842641,-0.369373033,-0.391250289,-0.211525219,0.247187863,11,medium risk,0
17.72,37.53,-0.547516932,-0.399566028,-0.183972102,-0.366301471,-0.37168549,-0.615441199,-0.524756871,0.270691082,13,medium risk,0
18.22,37.53,-0.586641641,-0.400480022,-0.185444119,-0.332011126,-0.372381021,-0.70393761,-0.882735903,0.256045953,15,low risk,0
18.72,37.53,-0.588315401,-0.405672443,-0.184284598,-0.282096187,-0.372381021,-0.798333783,-0.972230661,0.236186662,15,low risk,0
19.22,37.53,-0.547516932,-0.405123838,-0.203407938,-0.272274262,-0.372381021,-0.69803785,-0.882735903,0.163080247,15,low risk,0
19.72,37.53,-0.491381518,-0.406224752,-0.22547566,-0.260399176,-0.372381021,-0.568243112,-0.480009492,0.126005585,13,medium risk,0
20.22,37.53,-0.414137322,-0.397719404,-0.1666455,-0.241467523,-0.35106024,-0.031364881,0.012211676,0.123206157,11,medium risk,0
20.72,37.53,0.780663351,-0.34399001,-0.021802576,0.497352384,-0.33294407,0.535012155,0.72816974,-0.303498674,3,medium risk,0
21.22,37.53,1.066376551,-0.197531181,0.120536899,1.197961546,0.161134017,1.313780579,1.041401392,-1.051819736,2,high risk,1
23.72,37.53,0.865319125,0.61149581,0.348444327,-1.202862858,-0.100119194,1.296081296,1.488875182,-1.14585188,2,high risk,1
24.22,37.53,0.704473162,0.449622449,0.0767197,0.441115954,0.697906325,2.110248285,1.712612077,-1.077177854,17,high risk,1
24.72,37.53,0.704473162,0.265047252,-0.039490799,0.383065947,-0.168176387,2.009952352,1.712612077,-1.087510649,17,high risk,1
25.22,37.53,0.635539194,-0.080122154,-0.025800728,-0.964601705,-0.236738266,1.974553787,1.623117319,-0.991749945,17,high risk,1
25.72,37.53,-0.414137322,-0.270225532,-0.141584232,-2.475129352,-0.355406574,0.021732966,0.414938087,-0.653597031,7,medium risk,0
26.22,37.53,0.704473162,-0.254604984,-0.214403145,-1.974877993,-0.362854451,0.322620767,0.191201192,-0.700566583,7,medium risk,0
26.72,37.53,0.780663351,-0.04700955,0.385076596,0.660601946,0.17120217,2.139747089,1.667864698,-1.140748029,17,high risk,1
-1.78,37.03,1.888884255,-0.224749405,0.799316247,-0.612449465,0.296153233,2.316739913,1.667864698,-0.384407313,17,high risk,1
-1.28,37.03,0.572871917,-0.373624874,0.730304561,-0.179417587,-0.101535086,1.390477469,1.399380424,0.284631265,2,high risk,1
-0.78,37.03,-0.390063914,-0.391241118,0.649766983,-0.200004411,-0.07820989,0.405217418,0.414938087,0.358631521,7,medium risk,0
-0.28,37.03,-0.491381518,-0.39626861,0.389623956,-0.172303384,-0.209444629,-0.066763445,0.235948571,0.38108702,7,medium risk,0
0.22,37.03,-0.501871476,-0.398098682,0.129683316,-0.19337659,-0.340692783,-0.332252681,-0.256272598,0.38012599,11,medium risk,0
0.72,37.03,-0.447709044,-0.398394281,0.117684903,-0.233664109,-0.365629738,-0.267355312,-0.211525219,0.346308621,11,medium risk,0
1.22,37.03,-0.417833977,-0.398867887,0.158826745,-0.242181718,-0.372381021,-0.231956747,-0.077283082,0.3334898,11,medium risk,0
1.72,37.03,-0.417833977,-0.399078301,0.138884659,-0.230117488,-0.372381021,-0.237856508,-0.211525219,0.377634081,11,medium risk,0
2.22,37.03,-0.417833977,-0.399063371,0.056024735,-0.159221272,-0.372381021,-0.214257465,-0.077283082,0.41460408,11,medium risk,0
2.72,37.03,-0.417833977,-0.398685829,0.084900236,-0.128987719,-0.372381021,-0.131660814,0.191201192,0.456677453,7,medium risk,0
3.22,37.03,-0.417833977,-0.397153901,0.140404918,-0.116168915,-0.372381021,-0.072663206,0.235948571,0.529355593,7,medium risk,0
3.72,37.03,-0.417833977,-0.393670953,0.152709451,-0.083413854,-0.372381021,-0.113961532,-0.032535703,0.580231032,11,medium risk,0
4.22,37.03,-0.417833977,-0.392396198,0.111336245,-0.090569165,-0.372381021,-0.125761053,-0.032535703,0.619095387,11,medium risk,0
4.72,37.03,-0.417833977,-0.393169222,0.000224733,-0.070185227,-0.372381021,-0.184758661,-0.032535703,0.667363465,11,medium risk,0
5.22,37.03,-0.417833977,-0.395925095,-0.025290293,-0.053149554,-0.372381021,-0.231956747,0.056959055,0.653287266,11,medium risk,0
5.72,37.03,-0.417833977,-0.395382161,0.065063539,-0.048751043,-0.372381021,-0.231956747,-0.077283082,0.623620281,11,medium risk,0
6.22,37.03,0.635539194,-0.389172853,0.186615926,-0.060744166,-0.372381021,0.841799716,1.086148771,0.460931096,2,high risk,1
6.72,37.03,0.635539194,-0.378051678,0.157410568,0.043790656,-0.372381021,0.7238045,1.086148771,0.517697658,3,medium risk,0
7.22,37.03,0.704473162,-0.374316996,0.183571817,0.600755578,-0.372381021,0.80050139,1.041401392,0.320235018,3,medium risk,0
7.72,37.03,0.572871917,-0.372719212,0.071034627,0.161220346,-0.372381021,0.57631048,0.996654013,0.458687766,3,medium risk,0
8.22,37.03,-0.394317842,-0.334303078,-0.062624736,0.403167735,-0.372381021,0.458315265,0.907159256,0.220386717,3,medium risk,0
8.72,37.03,0.572871917,0.115758477,-0.146351895,0.809051808,-0.368884966,1.142687516,1.265138287,-0.495262686,2,high risk,1
10.22,37.03,0.959934366,1.785077991,0.119409737,2.715164847,-0.35424374,0.830000194,1.265138287,-1.459625383,5,high risk,1
10.72,37.03,0.572871917,0.296512883,0.045715038,1.879431765,-0.189503518,1.897856897,1.712612077,-0.694026373,17,high risk,1
11.22,37.03,0.635539194,0.045619075,-0.139048204,0.914663076,0.173152578,1.573370053,1.667864698,-0.197483024,17,high risk,1
11.72,37.03,-0.417833977,-0.04700955,-0.197868041,0.821262383,0.157425024,0.594009763,1.086148771,-0.499510276,3,medium risk,0
12.22,37.03,-0.453617681,0.777629077,-0.169516578,1.256271557,1.336675533,0.1220289,0.907159256,-1.070918008,3,medium risk,0
12.72,37.03,-0.390063914,0.181573967,-0.007690528,0.118404044,4.803361124,1.378677947,1.57836994,-0.736056445,1,high risk,1
13.22,37.03,0.704473162,-0.052293752,0.132158184,0.382651337,3.48367115,2.375737521,1.757359456,-0.977594902,17,high risk,1
13.72,37.03,2.152086716,0.380166142,0.235006159,0.862738314,2.438265896,1.703164791,1.488875182,-1.74459296,17,high risk,1
14.22,37.03,6.494927379,2.31502074,0.336586604,1.963957347,0.438454085,0.664806892,0.683422361,-2.583530535,8,high risk,1
15.72,37.03,-0.304469623,-0.392855105,-0.140942041,-0.374540007,-0.36027056,-0.161159618,-0.16677784,0.336865833,11,medium risk,0
16.22,37.03,-0.453617681,-0.399638944,-0.167471321,-0.351692406,-0.342309137,-0.438448375,-0.345767356,0.423117451,13,medium risk,0
16.72,37.03,-0.491381518,-0.400466018,-0.164776491,-0.352699139,-0.365328433,-0.47384694,-0.56950425,0.475235967,13,medium risk,0
17.22,37.03,-0.54882986,-0.402931963,-0.176445589,-0.333766563,-0.367707003,-0.515145265,-0.524756871,0.455705137,13,medium risk,0
17.72,37.03,-0.587483023,-0.403950239,-0.185965022,-0.308403854,-0.371452094,-0.692138089,-0.793241145,0.411877561,14,medium risk,0
18.22,37.03,-0.609719786,-0.406255538,-0.182087131,-0.283502572,-0.372381021,-0.792434022,-0.972230661,0.354503495,15,low risk,0
18.72,37.03,-0.609719786,-0.408005056,-0.177272257,-0.271212696,-0.372381021,-0.810133305,-1.01697804,0.276814229,15,low risk,0
19.22,37.03,-0.587483023,-0.406204266,-0.183718231,-0.263282503,-0.372381021,-0.798333783,-0.972230661,0.174606233,15,low risk,0
19.72,37.03,-0.54882986,-0.407143376,-0.215503345,-0.253759371,-0.372381021,-0.686238328,-0.793241145,0.141480055,14,medium risk,0
20.22,37.03,-0.491381518,-0.406710279,-0.205738272,-0.234730568,-0.372381021,-0.414849332,-0.345767356,0.154628868,13,medium risk,0
20.72,37.03,-0.453617681,-0.394292705,-0.120074682,-0.197018321,-0.372351232,0.027632727,-0.077283082,0.183194263,11,medium risk,0
21.22,37.03,-0.390063914,-0.359346441,-0.022787157,-0.132676443,-0.370702618,0.511413112,0.772917119,0.182435515,3,medium risk,0
23.22,37.03,0.780663351,-0.0649038,0.261395179,-0.6439795,-0.371748866,2.122047807,1.802106835,-0.7290507,17,high risk,1
23.72,37.03,0.572871917,-0.208272732,-0.030384315,-0.897197109,-0.357929191,1.92145594,1.57836994,-0.515105642,17,high risk,1
24.22,37.03,0.572871917,-0.221477797,-0.132810882,-0.397146869,-0.360123143,1.709064552,1.488875182,-0.807429472,2,high risk,1
24.72,37.03,0.572871917,0.155913944,-0.124900871,0.759407437,-0.231492611,1.779861681,1.623117319,-1.074656504,17,high risk,1
25.72,37.03,0.635539194,0.178246457,-0.228810099,0.602094972,-0.27694362,0.865398759,0.593927603,-0.824449245,3,medium risk,0
26.22,37.03,-0.417833977,-0.157699669,-0.308435647,-0.111317151,-0.320253315,-0.597741916,-0.703746387,-0.444225254,14,medium risk,0
26.72,37.03,0.572871917,0.357522059,-0.194789805,1.796255729,0.350741589,0.64710761,0.414938087,-1.346681759,3,medium risk,0
27.22,37.03,0.865319125,2.687412882,0.011770029,2.144828375,0.607896359,0.493713829,0.638674982,-1.807985269,5,high risk,1
-4.28,36.53,1.888884255,0.053931833,1.345425449,-0.78308409,0.617988564,2.092549003,1.757359456,-0.740351701,17,high risk,1
-3.78,36.53,1.669548855,-0.195988953,1.300577644,-1.489188731,0.036262419,1.614668379,1.57836994,-0.254049345,17,high risk,1
-3.28,36.53,1.669548855,-0.244179634,1.144128127,-1.343437625,-0.103695369,1.69726503,1.57836994,-0.214387956,17,high risk,1
-2.78,36.53,1.669548855,-0.041579632,1.389090093,-0.897222443,0.072943704,2.36983776,1.846854214,-0.841041985,17,high risk,1
-2.28,36.53,1.187011023,-0.112807447,1.353443093,-0.411146752,-0.120422353,2.481933215,1.891601593,-0.15430758,17,high risk,1
-1.78,36.53,0.572871917,-0.324360246,0.841249866,-0.386608139,-0.030222502,1.99815283,1.757359456,0.087758416,17,high risk,1
-1.28,36.53,-0.394317842,-0.391135332,0.498667431,-0.235309182,-0.372381021,0.04533201,0.146453813,0.297337016,7,medium risk,0
-0.78,36.53,-0.493551838,-0.397251817,0.39922659,-0.362337893,-0.300208726,-0.24965603,-0.032535703,0.336657388,11,medium risk,0
-0.28,36.53,-0.493551838,-0.397559336,0.326642639,-0.332084833,-0.351866436,-0.184758661,0.191201192,0.337625305,7,medium risk,0
0.22,36.53,-0.394317842,-0.396989551,0.266700167,-0.270142797,-0.372374488,-0.02546512,0.235948571,0.363917527,7,medium risk,0
0.72,36.53,-0.152277725,-0.391618429,0.285967946,-0.251737657,-0.372381021,0.417016939,0.370190708,0.33663607,7,medium risk,0
1.22,36.53,0.635539194,-0.384001845,0.271400488,-0.294776903,-0.372381021,1.107288951,1.265138287,0.307776533,2,high risk,1
11.22,36.53,0.635539194,1.082206677,-0.175113048,2.084613176,-0.282472961,0.653007371,0.951906635,-1.114570697,3,medium risk,0
11.72,36.53,-0.417833977,-0.155608719,-0.242730913,0.117321665,0.479094787,0.505513351,0.862411877,0.129682088,3,medium risk,0
12.22,36.53,0.572871917,-0.297793057,-0.289374862,-0.582335538,0.396754374,0.440615982,0.593927603,0.187478954,3,medium risk,0
12.72,36.53,-0.417833977,-0.263438569,-0.257127442,-0.722259772,0.923917276,0.157427465,0.325443329,-0.030895014,7,medium risk,0
13.22,36.53,-0.444663381,-0.294360803,-0.133754414,-0.916682422,0.418156949,0.900797324,1.265138287,0.075767803,2,high risk,1
13.72,36.53,-0.394317842,-0.252792503,-0.016763748,-0.592616218,0.750282414,1.425876034,1.623117319,-0.103490989,2,high risk,1
14.22,36.53,0.572871917,-0.211494224,0.120151554,0.479258036,2.939840679,2.263642066,1.802106835,-0.725790375,17,high risk,1
14.72,36.53,1.669548855,0.790589817,0.153649645,0.799028371,0.805869526,1.3255801,1.444127803,-1.391237576,17,high risk,1
15.22,36.53,0.780663351,-0.172765825,0.117333535,0.257800205,1.785924149,1.490773402,1.354633045,-0.550994384,17,high risk,1
15.72,36.53,-0.394317842,-0.400099471,-0.090066407,-0.324283864,-0.361487807,0.222324833,0.235948571,0.420494249,7,medium risk,0
16.22,36.53,-0.505826704,-0.404692708,-0.170318838,-0.30321695,-0.367650895,-0.580042634,-0.658999008,0.495596695,14,medium risk,0
16.72,36.53,-0.566602153,-0.40578853,-0.183627175,-0.298303988,-0.3723565,-0.721636893,-0.748493766,0.520265228,14,medium risk,0
17.22,36.53,-0.588315401,-0.406898587,-0.201350317,-0.289850892,-0.371909922,-0.833732348,-0.972230661,0.48959269,15,low risk,0
17.72,36.53,-0.610331808,-0.407489669,-0.232349176,-0.272269514,-0.372381021,-0.845531869,-1.061725419,0.459911619,16,low risk,0
18.22,36.53,-0.629155069,-0.40941731,-0.237002346,-0.26926502,-0.372381021,-0.816033065,-1.061725419,0.406187375,16,low risk,0
18.72,36.53,-0.629155069,-0.409866726,-0.223760997,-0.267569435,-0.372381021,-0.798333783,-1.01697804,0.316980381,15,low risk,0
19.22,36.53,-0.610331808,-0.406888749,-0.220458409,-0.258594758,-0.372381021,-0.804233544,-0.972230661,0.181624833,15,low risk,0
19.72,36.53,-0.588315401,-0.406101258,-0.240444244,-0.24701899,-0.372381021,-0.833732348,-1.01697804,0.168664663,15,low risk,0
20.22,36.53,-0.566602153,-0.40312791,-0.250045412,-0.22978784,-0.372381021,-0.786534261,-0.972230661,0.152526043,15,low risk,0
20.72,36.53,-0.527078655,-0.404020146,-0.215316981,-0.19277308,-0.372381021,-0.603641677,-0.748493766,0.21894379,14,medium risk,0
21.22,36.53,-0.417833977,-0.407084928,-0.16183132,-0.170609174,-0.372381021,-0.202457943,-0.077283082,0.321375462,11,medium risk,0
21.72,36.53,0.780663351,-0.378522622,-0.08678481,-0.153002555,-0.330962872,0.163327225,0.101706434,-0.225161363,7,medium risk,0
22.22,36.53,1.066376551,-0.319233797,-0.054568226,-0.140998532,-0.2841756,1.089589669,1.041401392,-0.222232906,2,high risk,1
22.72,36.53,1.669548855,-0.225151599,-0.034836369,-0.155097801,-0.372381021,1.355078904,1.265138287,-0.762394607,2,high risk,1
23.22,36.53,0.704473162,-0.189619577,-0.076988206,-0.702512556,-0.372368771,1.832959528,1.488875182,-0.522345588,17,high risk,1
23.72,36.53,-0.417833977,-0.236555295,-0.178847936,-0.684835238,-0.287956504,0.729704261,1.175643529,-0.574062152,3,medium risk,0
24.22,36.53,0.572871917,-0.202534252,-0.203374037,-0.395135516,-0.361665217,1.142687516,0.996654013,-0.838711266,2,high risk,1
24.72,36.53,0.572871917,0.069184213,-0.201170605,0.453677608,-0.031884183,1.142687516,1.086148771,-0.993128986,2,high risk,1
25.22,36.53,0.572871917,0.391976894,-0.20830289,1.364435635,0.069647947,0.906697085,0.638674982,-1.215311541,3,medium risk,0
25.72,36.53,0.572871917,-0.062447693,-0.301785915,0.303088933,0.013656114,0.074830814,-0.390514734,-0.69899695,10,low risk,0
26.22,36.53,0.572871917,-0.132042655,-0.346022377,-0.402045986,-0.362527623,-0.143460336,-0.614251629,-0.602442511,10,low risk,0
26.72,36.53,0.572871917,-0.17089235,-0.324098383,0.264444986,0.608267207,-0.143460336,-0.435262113,-0.554756561,10,low risk,0
27.22,36.53,0.635539194,0.32076262,-0.298055206,0.957434479,0.001443032,-0.131660814,-0.748493766,-1.008671861,10,low risk,0
27.72,36.53,0.704473162,0.155913944,-0.283685212,0.810716398,0.830339792,-0.155259857,-0.748493766,-0.728109456,10,low risk,0
28.22,36.53,0.959934366,0.2206872,-0.169999464,1.038847303,0.389599574,0.564510959,0.325443329,-0.802888468,3,medium risk,0
28.72,36.53,1.669548855,-0.253400599,0.189926392,-0.051189883,-0.179781835,1.372778187,1.220390908,0.004956555,2,high risk,1
30.72,36.53,1.187011023,-0.243510081,1.506643673,-0.136125239,-0.033986133,1.827059767,1.444127803,0.062746528,17,high risk,1
31.22,36.53,1.066376551,-0.273427696,0.204092206,0.616044908,0.094977475,1.478973881,1.354633045,-0.044658897,2,high risk,1
31.72,36.53,2.875893494,-0.289978906,-0.255195245,-0.678875693,-0.365126154,0.322620767,-0.077283082,-0.185871547,9,medium risk,0
34.72,36.53,1.324878959,0.694019567,1.040018284,1.713728297,9.212163154,0.759203065,0.772917119,-2.09165777,1,high risk,1
35.22,36.53,3.392898338,5.989290156,2.628581096,1.741373564,0.647027615,0.594009763,0.817664498,-2.64837173,5,high risk,1
35.72,36.53,1.483957386,1.312947231,6.90032713,1.746811441,2.778076146,0.635308088,0.772917119,-1.922837895,1,high risk,1
-5.78,36.03,4.082238132,0.374385534,1.251680428,-0.145394855,-0.372206204,1.254782971,1.309885666,-1.546172573,8,high risk,1
-5.28,36.03,1.187011023,-0.147669917,1.313788656,-0.626991014,0.198938137,1.945054983,1.667864698,-0.678153247,17,high risk,1
-4.78,36.03,-0.152277725,-0.273669129,1.153769725,-1.702886069,0.144712565,1.278382014,1.488875182,-0.096075381,2,high risk,1
-4.28,36.03,-0.394317842,-0.322095803,0.951569054,-1.88816195,-0.322278657,0.877198281,1.309885666,0.105659997,2,high risk,1
-3.78,36.03,-0.417833977,-0.310636899,0.927979304,-1.834198786,-0.359613964,0.859498998,1.265138287,0.057081718,2,high risk,1
-3.28,36.03,-0.417833977,-0.319993627,0.722698191,-1.386545606,-0.370599243,0.806401151,1.399380424,0.176549623,2,high risk,1
-2.78,36.03,-0.417833977,-0.347267636,0.737806582,-0.942633504,-0.366741486,1.408176751,1.623117319,0.25515963,2,high risk,1
-2.28,36.03,-0.417833977,-0.368659187,0.835676337,-0.632280316,-0.312591071,0.877198281,1.13089615,0.328230705,2,high risk,1
-1.78,36.03,-0.444663381,-0.380681626,0.750890852,-0.360758746,-0.372250695,0.151527704,0.235948571,0.366320521,7,medium risk,0
-1.28,36.03,-0.447709044,-0.394124767,0.53219783,-0.349150137,-0.372381021,-0.049064163,0.235948571,0.365061302,7,medium risk,0
-0.78,36.03,-0.417833977,-0.396302637,0.442784306,-0.33463462,-0.372381021,-0.096262249,0.146453813,0.381898872,7,medium risk,0
