longitude,latitude,environment.2018_land_distance_inv,environment.2018_mean_depth_inv,environment.2018_net_primary_production,environment.2018_sea.bottom_dissolved_oxygen,fishing.activity.2018_total_fishing,species.richness.2018,stocks.richness.2018,thermohalinity_2018,cluster,distance_class_interpretation,hotspot
19.22,40.53,0.780663351,0.429540375,0.711238446,1.912318481,-0.158524716,2.175145654,1.757359456,-1.371721374,17,high risk,1
22.72,40.53,6.494927379,6.793036533,1.864758703,-9.079372072,-0.372210574,-1.028424454,-1.061725419,-2.595275515,4,high risk,1
24.22,40.53,1.187011023,0.889657608,0.8778514,0.571562024,0.750210441,2.004052591,1.667864698,-0.175031886,17,high risk,1
24.72,40.53,1.066376551,0.970775826,0.924900419,1.125417099,0.085632745,1.874257854,1.623117319,-0.490937686,17,high risk,1
25.22,40.53,0.704473162,0.874540064,0.82231382,0.238585874,0.177589669,1.726763834,1.623117319,-0.4126924,17,high risk,1
25.72,40.53,1.066376551,2.021860956,1.649618116,0.650307222,1.8487315,1.136787755,1.309885666,-0.13296192,17,high risk,1
26.22,40.53,2.875893494,2.189761566,2.423114141,0.72573521,-0.26707495,0.546811677,0.504432845,0.097032554,8,high risk,1
26.72,40.53,4.082238132,9.204275779,1.594882881,1.033631208,-0.372381021,-1.028424454,-1.061725419,9.788065775,4,high risk,1
27.22,40.53,2.152086716,1.663672942,1.142177978,0.954605537,-0.202639463,-0.208357704,-0.077283082,2.596861059,9,medium risk,0
27.72,40.53,0.704473162,-0.129553678,1.948332537,-6.037357287,-0.031375147,-0.167059379,0.012211676,3.335029606,12,high risk,1
28.22,40.53,-0.381237004,-0.164453415,1.456022532,-7.161779708,-0.125565512,-0.485646461,-0.301019977,4.244508158,12,high risk,1
28.72,40.53,0.704473162,-0.14542758,2.044187481,-7.948049852,0.042025216,-0.456147657,-0.390514734,4.696146418,12,high risk,1
0.22,40.03,1.888884255,2.382232974,0.610869217,0.898522552,2.483546886,1.360978665,1.399380424,-1.657659533,17,high risk,1
0.72,40.03,-0.152277725,1.339926105,1.073827048,0.118369224,9.328519452,1.414076512,1.57836994,-0.854469402,1,high risk,1
1.22,40.03,-0.381237004,-0.221477797,0.322844065,-0.644596287,0.28197737,1.880157614,1.802106835,-0.263146872,17,high risk,1
1.72,40.03,-0.48692559,-0.367980606,0.072096185,-0.831950551,-0.245761947,0.04533201,0.370190708,-0.012311722,7,medium risk,0
2.22,40.03,-0.447709044,-0.3730765,-0.114099489,-0.636732025,-0.342466415,-0.420749093,-0.390514734,0.023663524,13,medium risk,0
2.72,40.03,-0.447709044,-0.372277319,-0.191111912,-0.490702504,-0.36348683,-0.391250289,-0.345767356,0.046101288,13,medium risk,0
3.22,40.03,-0.402525435,-0.355703772,-0.079584353,-0.306891149,-0.241048052,0.818200673,1.13089615,-0.007850262,3,medium risk,0
3.72,40.03,0.704473162,-0.324360246,0.056310159,-0.222082033,0.035679124,1.720864073,1.57836994,-0.140294632,17,high risk,1
4.22,40.03,0.704473162,-0.357475396,0.151916707,0.122367875,-0.356088691,1.366878426,1.354633045,-0.074485759,2,high risk,1
4.72,40.03,-0.402525435,-0.395558664,0.236682812,0.024328607,-0.370637588,-0.167059379,-0.077283082,0.02542621,11,medium risk,0
5.22,40.03,-0.515169747,-0.39962436,0.253027843,-0.088105802,-0.371211123,-0.32635292,-0.301019977,0.032717237,13,medium risk,0
5.72,40.03,-0.572832914,-0.399956648,0.210500054,-0.127597522,-0.372381021,-0.485646461,-0.480009492,0.027403214,13,medium risk,0
6.22,40.03,-0.60657308,-0.400127943,0.107557575,-0.149394434,-0.372381021,-0.568243112,-0.748493766,-0.010948725,14,medium risk,0
6.72,40.03,-0.572832914,-0.400716015,-0.050264982,-0.104179981,-0.372341493,-0.615441199,-0.837988524,-0.036630939,15,low risk,0
7.22,40.03,-0.515169747,-0.400325857,-0.204947673,-0.029735074,-0.367894683,-0.715737132,-0.972230661,-0.032695027,15,low risk,0
7.72,40.03,-0.402525435,-0.375328675,-0.183927859,-0.000514009,-0.030602212,0.181026508,0.235948571,-0.137094856,7,medium risk,0
8.22,40.03,0.704473162,0.138016106,-0.015953234,0.854722279,-0.133988624,2.080749481,1.488875182,-0.986930438,17,high risk,1
9.72,40.03,1.483957386,-0.249059674,-0.173032777,0.342407784,0.439441836,1.09548943,1.086148771,-0.813523412,2,high risk,1
10.22,40.03,-0.290761157,-0.364536894,-0.209626989,-0.184947302,-0.310988092,0.210525312,0.459685466,-0.111937915,7,medium risk,0
10.72,40.03,-0.470005767,-0.391969466,-0.232734988,-0.193175414,-0.372381021,-0.603641677,-0.658999008,-0.033771139,14,medium risk,0
11.22,40.03,-0.54882986,-0.400170419,-0.252105694,-0.244572311,-0.372381021,-0.821932826,-1.061725419,0.031559915,16,low risk,0
11.72,40.03,-0.584061994,-0.400990086,-0.262998678,-0.226567255,-0.372381021,-0.650839763,-0.882735903,0.064651699,15,low risk,0
12.22,40.03,-0.563312625,-0.406660279,-0.287066226,-0.219036329,-0.372381021,-0.757035457,-0.972230661,0.157243146,15,low risk,0
12.72,40.03,-0.542082967,-0.408069408,-0.301196652,-0.219073175,-0.372381021,-0.798333783,-0.927483282,0.232586859,15,low risk,0
13.22,40.03,-0.484637984,-0.399522162,-0.310761823,-0.186019651,-0.372381021,-0.786534261,-1.01697804,0.283205936,15,low risk,0
13.72,40.03,-0.447709044,-0.371334737,-0.307469756,-0.14380891,-0.358937952,-0.816033065,-0.927483282,0.235617798,15,low risk,0
14.22,40.03,-0.381237004,-0.334983163,-0.211736605,-0.144048838,-0.347411623,0.015833206,0.235948571,0.122604422,7,medium risk,0
14.72,40.03,0.635539194,-0.192845121,-0.07001024,0.33189971,1.818290503,1.880157614,1.533622561,-0.558608568,17,high risk,1
15.22,40.03,4.082238132,0.296512883,-0.318257899,0.34700405,-0.022549886,0.157427465,-0.256272598,-1.260917845,9,medium risk,0
16.72,40.03,1.888884255,0.011426043,0.089136547,1.053739722,-0.209305625,1.933255461,1.623117319,-1.204012731,17,high risk,1
17.22,40.03,0.780663351,-0.304517174,-0.063965743,-0.1156667,-0.37236873,1.667766226,1.399380424,-0.72493617,2,high risk,1
17.72,40.03,1.324878959,-0.037407802,-0.154012117,1.80482607,-0.279355839,1.207584885,1.086148771,-1.459308724,2,high risk,1
18.72,40.03,-0.402525435,-0.199557433,-0.19504429,0.444288127,0.747894126,0.806401151,1.354633045,-0.411070044,2,high risk,1
19.22,40.03,0.635539194,-0.286362047,-0.164343439,-0.401839196,-0.051803569,1.47307412,1.488875182,-0.5667368,2,high risk,1
19.72,40.03,4.082238132,-0.000607275,0.199170029,1.92735186,-0.37193622,1.10138919,0.862411877,-1.012871703,8,high risk,1
22.72,40.03,0.959934366,1.874108391,1.693422337,1.331889972,2.362411315,1.573370053,1.667864698,-0.992075017,17,high risk,1
23.22,40.03,1.483957386,1.456687339,1.370055936,0.067478061,0.63313029,1.661866465,1.712612077,-0.616455235,17,high risk,1
23.72,40.03,1.324878959,0.68300302,1.036413554,-0.688203767,0.011820738,2.063050199,1.623117319,-0.013634741,17,high risk,1
24.22,40.03,0.780663351,-0.103248407,0.439343093,-1.252598859,0.025497571,2.027651634,1.712612077,0.416976179,17,high risk,1
24.72,40.03,-0.402525435,-0.267418618,0.374802946,-1.70812827,-0.302151356,0.487814069,0.996654013,0.575875845,3,medium risk,0
25.22,40.03,0.635539194,-0.182909696,0.570409109,-1.245598203,0.027886289,1.915556179,1.623117319,0.597522719,17,high risk,1
25.72,40.03,0.780663351,-0.052293752,1.095970299,-0.813033963,1.229853625,1.24888321,1.220390908,1.052660296,2,high risk,1
26.22,40.03,1.066376551,0.456523995,1.936386458,0.0557569,-0.239119266,0.706105218,0.72816974,1.594831435,3,medium risk,0
-0.28,39.53,3.392898338,3.066575784,1.335313206,0.509192738,0.413680616,1.301981057,1.309885666,-2.006998523,8,high risk,1
0.22,39.53,-0.152277725,0.16212846,0.786374876,-0.039745502,1.882137814,2.405236324,1.757359456,-0.562090408,17,high risk,1
0.72,39.53,-0.381237004,-0.234003703,0.37206704,-0.705766105,-0.051746032,1.856558571,1.712612077,-0.110480928,2,high risk,1
1.22,39.53,-0.447709044,-0.35589046,0.180687653,-1.321122068,-0.309281267,0.133828421,0.414938087,0.151992462,7,medium risk,0
1.72,39.53,-0.406486077,-0.360640177,-0.063877302,-1.087016319,-0.242760472,-0.049064163,0.056959055,0.140810333,7,medium risk,0
2.22,39.53,0.635539194,-0.264785429,-0.305803115,-0.384741299,0.589663134,0.635308088,1.086148771,-0.037580095,3,medium risk,0
3.72,39.53,0.635539194,-0.15348652,-0.043561823,0.320801217,0.277958741,2.151546611,1.623117319,-0.370362941,17,high risk,1
4.22,39.53,0.780663351,-0.284487646,0.080315846,-0.245834256,-0.011505417,2.051250677,1.57836994,-0.115020049,17,high risk,1
4.72,39.53,-0.406486077,-0.382550008,0.177154364,0.028195045,-0.198523156,0.57041072,0.504432845,0.129578937,7,medium risk,0
5.22,39.53,-0.516950774,-0.399345775,0.217135815,-0.083484363,-0.371762281,-0.344052202,-0.256272598,0.137690109,11,medium risk,0
5.72,39.53,-0.573828872,-0.400099471,0.180904557,-0.106808695,-0.370944916,-0.515145265,-0.480009492,0.157142331,13,medium risk,0
6.22,39.53,-0.607849412,-0.400311737,0.073250833,-0.110778289,-0.362216477,-0.62724072,-0.793241145,0.089874206,14,medium risk,0
6.72,39.53,-0.573828872,-0.400716015,-0.082283528,-0.093632194,-0.351140094,-0.668539046,-0.927483282,0.082531835,15,low risk,0
7.22,39.53,-0.516950774,-0.399870538,-0.196004053,0.010035864,-0.367427851,-0.69803785,-0.882735903,0.094775683,15,low risk,0
7.72,39.53,-0.406486077,-0.378017766,-0.169348869,-0.148191418,-0.24304289,-0.155259857,-0.077283082,0.042292048,11,medium risk,0
8.22,39.53,0.635539194,-0.082354768,-0.035086384,0.817579933,0.164783819,1.897856897,1.399380424,-1.031966005,17,high risk,1
9.72,39.53,1.324878959,-0.272699464,-0.088952646,-0.226008167,-0.021935311,1.567470293,1.399380424,-0.649524221,2,high risk,1
10.22,39.53,-0.290761157,-0.377608048,-0.211773356,-0.171756426,-0.372351314,-0.414849332,-0.435262113,-0.0700707,13,medium risk,0
10.72,39.53,-0.472558431,-0.396790711,-0.257965648,-0.212442244,-0.372381021,-0.680338567,-0.837988524,-0.001019159,15,low risk,0
11.22,39.53,-0.550125242,-0.400507916,-0.256232077,-0.225297841,-0.372381021,-0.821932826,-1.061725419,0.077602949,16,low risk,0
11.72,39.53,-0.592347323,-0.404848609,-0.256616805,-0.219248756,-0.372381021,-0.692138089,-0.972230661,0.135059006,15,low risk,0
12.22,39.53,-0.60657308,-0.407441984,-0.277603243,-0.219478775,-0.372381021,-0.821932826,-1.01697804,0.205422831,15,low risk,0
12.72,39.53,-0.584931257,-0.406459124,-0.29970075,-0.231982195,-0.372381021,-0.580042634,-0.748493766,0.261580138,14,medium risk,0
13.22,39.53,-0.564422655,-0.406680302,-0.31680594,-0.244031432,-0.370090677,-0.827832587,-0.972230661,0.301657516,15,low risk,0
13.72,39.53,-0.543469549,-0.399419501,-0.33479255,-0.243576118,-0.372381021,-0.863231152,-1.061725419,0.311784038,16,low risk,0
14.22,39.53,-0.48692559,-0.394162267,-0.344873054,-0.189683007,-0.36520121,-0.780634501,-0.927483282,0.265241764,15,low risk,0
14.72,39.53,-0.447709044,-0.361732179,-0.350370179,-0.127595024,-0.258035547,-0.810133305,-0.972230661,0.191045946,15,low risk,0
15.22,39.53,-0.290761157,-0.32011932,-0.368354037,-0.064322686,-0.07456356,-0.503345744,-0.435262113,0.108775536,13,medium risk,0
15.72,39.53,1.066376551,-0.182909696,-0.382788265,0.174723438,0.382027781,0.063031292,-0.211525219,-0.239479462,10,low risk,0
17.22,39.53,0.635539194,-0.316497368,-0.219282655,-0.51995887,-0.362070387,0.79460163,0.907159256,-0.229457769,3,medium risk,0
17.72,39.53,-0.385704947,-0.345735014,-0.203108656,0.084539287,-0.264713592,0.263623159,0.593927603,-0.296147838,7,medium risk,0
18.22,39.53,0.865319125,-0.162461423,-0.179236475,1.359322832,-0.112472056,1.130887994,1.175643529,-0.830196313,2,high risk,1
18.72,39.53,-0.406486077,-0.231765301,-0.21709048,0.098674012,0.585820303,0.700205457,1.13089615,-0.318794309,3,medium risk,0
19.22,39.53,-0.381237004,-0.323654582,-0.16906498,-0.285173042,-0.351035065,0.835899955,1.265138287,-0.34959728,2,high risk,1
19.72,39.53,0.865319125,-0.025844501,0.060108698,1.577385013,-0.094279299,1.897856897,1.533622561,-0.861257338,17,high risk,1
23.22,39.53,0.635539194,0.087809474,0.426416529,-0.626921812,0.291000887,2.304940391,1.712612077,0.075068994,17,high risk,1
23.72,39.53,0.635539194,-0.258986649,0.238757919,-0.972602203,-0.246634665,2.004052591,1.623117319,0.382522476,17,high risk,1
24.22,39.53,-0.406486077,-0.301738385,0.179361638,-1.102210914,-0.353520032,1.225284167,1.57836994,0.401661533,2,high risk,1
24.72,39.53,-0.406486077,-0.116481134,0.254940427,-0.464152052,0.244256064,1.490773402,1.57836994,0.012040863,2,high risk,1
25.22,39.53,0.704473162,0.81735654,0.45107479,1.189122727,0.210506732,1.756262638,1.712612077,-0.28267004,17,high risk,1
25.72,39.53,-0.406486077,0.442826227,0.909511826,1.468954182,1.325908828,1.242983449,1.354633045,-0.212299091,2,high risk,1
26.72,39.53,6.494927379,0.449622449,-0.558673916,-9.079372072,-0.350944328,-1.028424454,-1.061725419,-1.586699132,4,high risk,1
0.22,39.03,-0.297720848,-0.224749405,0.624441592,-0.9291076,2.106835881,1.897856897,1.667864698,0.039765626,17,high risk,1
0.72,39.03,-0.406486077,-0.341504389,0.296640798,-1.775445742,-0.326887951,0.192826029,0.772917119,0.230005716,7,medium risk,0
1.22,39.03,0.704473162,-0.284276653,0.013125496,-1.078947494,0.066975668,1.626467901,1.57836994,0.166600113,2,high risk,1
1.72,39.03,0.635539194,-0.249692074,-0.218958127,-0.8225765,-0.027345064,1.183985842,1.399380424,0.142924873,2,high risk,1
2.22,39.03,-0.406486077,-0.255201389,-0.285871188,-0.444791351,0.006838309,0.127928661,0.549180224,0.040860754,7,medium risk,0
2.72,39.03,0.704473162,0.047670905,-0.192867718,0.204062094,-0.0203738,1.579269814,1.309885666,-0.582749246,2,high risk,1
3.22,39.03,0.865319125,-0.321730182,-0.147973336,0.256800542,0.006122931,1.343279383,1.444127803,-0.256037692,2,high risk,1
3.72,39.03,-0.406486077,-0.377297172,-0.061724527,-0.013321762,-0.292380139,0.57631048,0.862411877,0.228932721,3,medium risk,0
4.22,39.03,-0.450693213,-0.379637309,0.035985939,0.095400913,-0.327235911,-0.332252681,-0.435262113,0.25606064,13,medium risk,0
4.72,39.03,-0.48692559,-0.390620986,0.097888272,0.073227458,-0.335400371,-0.261455551,-0.211525219,0.281876655,11,medium risk,0
5.22,39.03,-0.543469549,-0.39949288,0.116991864,-0.052920264,-0.372326731,-0.462047418,-0.345767356,0.28606438,13,medium risk,0
5.72,39.03,-0.584931257,-0.400452129,0.085452483,-0.072866285,-0.372381021,-0.574142873,-0.56950425,0.281158609,13,medium risk,0
6.22,39.03,-0.60847866,-0.400353982,-0.00366009,-0.064931333,-0.372332754,-0.656739524,-0.793241145,0.241572707,14,medium risk,0
6.72,39.03,-0.574813249,-0.400213011,-0.122229891,-0.04831663,-0.371384184,-0.692138089,-0.972230661,0.231370216,15,low risk,0
7.22,39.03,-0.518704182,-0.399108278,-0.183075443,0.039463228,-0.357122872,-0.662639285,-0.748493766,0.216941935,14,medium risk,0
7.72,39.03,-0.406486077,-0.349404072,-0.172191038,-0.104400033,0.058064387,0.322620767,0.683422361,-0.029864555,3,medium risk,0
8.22,39.03,0.780663351,0.341342258,-0.033004261,0.605542806,0.109465649,1.797560963,1.57836994,-1.053447095,17,high risk,1
9.22,39.03,2.152086716,0.23615775,0.043392917,0.234011316,0.900914926,1.296081296,1.13089615,-1.688171387,8,high risk,1
9.72,39.03,0.780663351,-0.299707504,-0.104663459,-0.245132138,-0.039775636,1.508472685,1.399380424,-0.490710074,2,high risk,1
10.22,39.03,-0.385704947,-0.379281062,-0.267816551,-0.177703997,-0.372381021,-0.786534261,-0.837988524,-0.125806829,15,low risk,0
10.72,39.03,-0.499844007,-0.39854833,-0.282591984,-0.209202726,-0.372381021,-0.857331391,-0.972230661,-0.027551529,15,low risk,0
11.22,39.03,-0.561050642,-0.396489093,-0.256118231,-0.185371859,-0.372381021,-0.69803785,-0.972230661,0.013662335,15,low risk,0
11.72,39.03,-0.585791082,-0.399841719,-0.240858941,-0.188842383,-0.372381021,-0.692138089,-0.972230661,0.079153075,15,low risk,0
12.22,39.03,-0.564422655,-0.402709049,-0.252854063,-0.208147294,-0.372350395,-0.69803785,-1.061725419,0.147102807,15,low risk,0
12.72,39.03,-0.555138646,-0.40370383,-0.268753903,-0.237126478,-0.356088385,-0.715737132,-0.927483282,0.216957655,15,low risk,0
13.22,39.03,-0.551403485,-0.407527631,-0.302496688,-0.274375198,-0.335152642,-0.821932826,-1.01697804,0.279475019,15,low risk,0
13.72,39.03,-0.543469549,-0.405661795,-0.339668642,-0.319032254,-0.365457412,-0.745235936,-0.927483282,0.297395655,15,low risk,0
14.22,39.03,-0.489173097,-0.404273847,-0.357517095,-0.341185872,-0.340604762,-0.656739524,-0.882735903,0.297312796,15,low risk,0
14.72,39.03,-0.450693213,-0.403868527,-0.361655381,-0.295062225,-0.337011559,-0.721636893,-0.882735903,0.292449733,15,low risk,0
15.22,39.03,-0.385704947,-0.38809636,-0.364493868,-0.185730344,-0.308101078,-0.839632108,-0.972230661,0.274067515,15,low risk,0
15.72,39.03,-0.152277725,-0.303386515,-0.364219577,-0.057433886,0.082282493,-0.538744308,-0.614251629,0.073672732,14,medium risk,0
17.22,39.03,1.066376551,-0.21506826,-0.193849599,-0.336615892,-0.070474429,1.231183928,1.220390908,-0.550087031,2,high risk,1
17.72,39.03,-0.297720848,-0.374049522,-0.214178034,-0.435323489,-0.372381021,-0.338152442,-0.122030461,-0.111164721,11,medium risk,0
18.22,39.03,-0.450693213,-0.384660286,-0.236825848,-0.424906732,-0.372381021,-0.47384694,-0.524756871,-0.064165262,13,medium risk,0
18.72,39.03,-0.48692559,-0.34309326,-0.240750492,-0.375412015,-0.372381021,-0.355851724,-0.480009492,-0.109717294,13,medium risk,0
19.22,39.03,-0.406486077,-0.329606948,-0.226793447,-0.39731133,-0.372381021,0.080730574,0.414938087,-0.164661172,7,medium risk,0
19.72,39.03,0.635539194,-0.348605353,-0.155258615,-0.114043637,-0.365841103,0.812300912,0.817664498,-0.258199702,3,medium risk,0
20.22,39.03,0.780663351,-0.19177916,-0.05037583,1.188551144,-0.042575241,1.266582493,0.996654013,-0.78214084,2,high risk,1
20.72,39.03,5.047313825,1.166811547,-0.030300939,1.543213648,-0.146851297,0.57631048,0.504432845,-1.718094023,8,high risk,1
23.22,39.03,0.959934366,0.449622449,0.360690282,0.775035861,1.049768254,2.358038238,1.802106835,-0.206650973,17,high risk,1
23.72,39.03,0.635539194,-0.255201389,0.099082166,-0.671423907,-0.316983019,2.039451156,1.623117319,0.057456839,17,high risk,1
24.22,39.03,0.635539194,0.007921336,0.101861098,-0.530849485,-0.242684701,2.22234374,1.667864698,-0.344368087,17,high risk,1
24.72,39.03,-0.406486077,-0.217246014,0.18855195,-1.661648836,-0.116799748,0.505513351,0.996654013,-0.412253226,3,medium risk,0
25.22,39.03,-0.406486077,-0.120958979,0.306601231,0.149084698,0.004537592,1.54977101,1.667864698,-0.51733186,2,high risk,1
25.72,39.03,0.704473162,0.041566573,0.529166857,1.240657012,0.909148419,2.098448764,1.757359456,-0.767242068,17,high risk,1
26.72,39.03,1.324878959,2.526997839,0.712529342,2.284294404,0.473726522,1.502572924,1.57836994,-1.888087205,17,high risk,1
0.22,38.53,0.865319125,0.456523995,0.638751097,0.067204202,2.784419298,2.653026278,1.802106835,-0.669579511,17,high risk,1
0.72,38.53,-0.410355664,-0.267935858,0.370575329,-0.73392976,0.724880587,1.514372446,1.623117319,0.203783871,2,high risk,1
1.22,38.53,0.704473162,0.265047252,0.021028443,0.529067311,0.10524856,2.181045415,1.757359456,-0.439179388,17,high risk,1
1.72,38.53,0.635539194,-0.136103723,-0.246461813,-0.193011443,0.025567706,1.254782971,1.13089615,0.030171664,2,high risk,1
2.22,38.53,-0.410355664,-0.315827468,-0.236672591,-0.476559998,-0.334018577,-0.167059379,-0.16677784,0.292802878,11,medium risk,0
2.72,38.53,-0.450693213,-0.370237295,-0.162217581,-0.08144114,-0.200433832,0.240024116,0.235948571,0.299946956,7,medium risk,0
3.22,38.53,-0.450693213,-0.395096632,-0.116255855,0.056354793,-0.329252984,-0.290954355,-0.16677784,0.319123018,11,medium risk,0
3.72,38.53,-0.489173097,-0.393670953,-0.077153359,0.072951783,-0.351273279,-0.47384694,-0.390514734,0.295083936,13,medium risk,0
4.22,38.53,-0.544837168,-0.390095876,-0.051613534,0.080619747,-0.368369172,-0.47384694,-0.56950425,0.298960098,13,medium risk,0
4.72,38.53,-0.565519107,-0.396302637,-0.016539579,0.01420784,-0.361989798,-0.526944787,-0.56950425,0.330430986,13,medium risk,0
5.22,38.53,-0.585791082,-0.399448899,0.009151817,-0.051121537,-0.372381021,-0.62724072,-0.614251629,0.374975803,14,medium risk,0
5.72,38.53,-0.607849412,-0.400056763,-0.002118917,-0.054933706,-0.371802198,-0.662639285,-0.793241145,0.376222391,14,medium risk,0
6.22,38.53,-0.605272428,-0.400142063,-0.068675104,-0.055117023,-0.367113029,-0.70393761,-0.927483282,0.411130433,15,low risk,0
6.72,38.53,-0.585791082,-0.400170419,-0.167375088,-0.0469844,-0.370686468,-0.739336175,-1.01697804,0.408164939,15,low risk,0
7.22,38.53,-0.544837168,-0.400353982,-0.170821723,-0.016278917,-0.367059473,-0.69803785,-0.793241145,0.387376031,14,medium risk,0
7.72,38.53,-0.489173097,-0.391618429,-0.173885493,-0.016019779,-0.232292927,-0.320453159,-0.122030461,0.1790109,11,medium risk,0
8.22,38.53,-0.410355664,-0.31936111,-0.090608681,0.127321503,0.052913408,0.700205457,0.996654013,-0.364417839,3,medium risk,0
8.72,38.53,0.704473162,-0.110939181,0.002506293,0.330513138,0.872069926,1.691365269,1.309885666,-0.787970789,17,high risk,1
9.22,38.53,-0.410355664,-0.281698556,-0.059894497,-0.093436183,0.806686769,0.912596845,1.265138287,-0.499378761,2,high risk,1
9.72,38.53,-0.447709044,-0.345422518,-0.232806461,-0.204629306,0.224907416,-0.214257465,0.012211676,-0.298565228,11,medium risk,0
10.22,38.53,-0.489173097,-0.38682392,-0.298529403,-0.170910135,-0.370720321,-0.798333783,-0.882735903,-0.157661329,15,low risk,0
10.72,38.53,-0.544837168,-0.376058528,-0.289717879,-0.194334042,-0.32926695,-0.762935218,-0.882735903,-0.130475914,15,low risk,0
11.22,38.53,-0.584931257,-0.358128167,-0.271461991,-0.194077751,-0.372381021,-0.727536654,-0.927483282,-0.048667281,15,low risk,0
11.72,38.53,-0.54618617,-0.376524148,-0.231422853,-0.17410802,-0.343203517,-0.426648853,-0.480009492,0.027034925,13,medium risk,0
12.22,38.53,-0.489173097,-0.381960084,-0.258752049,-0.175841622,-0.320955237,-0.597741916,-0.882735903,0.073282836,15,low risk,0
12.72,38.53,-0.450693213,-0.381509858,-0.278023751,-0.149427567,-0.301128098,-0.692138089,-0.837988524,0.220481582,15,low risk,0
13.22,38.53,-0.447709044,-0.386292445,-0.307146555,-0.17283778,-0.205273623,-0.639040242,-0.927483282,0.285574022,15,low risk,0
13.72,38.53,-0.421448495,-0.388686979,-0.335884662,-0.209245428,-0.322569161,-0.768834979,-0.972230661,0.309090774,15,low risk,0
14.22,38.53,-0.410355664,-0.388873088,-0.349515679,-0.223821146,-0.353565298,-0.597741916,-0.927483282,0.286492807,15,low risk,0
14.72,38.53,0.635539194,-0.379183147,-0.358183101,-0.210699428,-0.314581969,-0.426648853,-0.658999008,0.220316118,10,low risk,0
15.22,38.53,-0.410355664,-0.363418619,-0.357596004,-0.199903592,-0.344071824,-0.668539046,-0.927483282,0.210581995,15,low risk,0
15.72,38.53,0.704473162,-0.302732008,-0.299570927,-0.080279174,0.202066162,0.063031292,0.235948571,0.028024209,7,medium risk,0
16.72,38.53,1.066376551,-0.208738467,-0.15549814,-0.249540557,-0.093747314,1.490773402,1.309885666,-0.679116304,2,high risk,1
17.22,38.53,0.635539194,-0.352059946,-0.192400904,-0.325772052,-0.350036288,0.676606414,0.907159256,-0.303143275,3,medium risk,0
17.72,38.53,-0.385704947,-0.381052571,-0.218857875,-0.427090021,-0.372381021,-0.467947179,-0.524756871,-0.051252284,13,medium risk,0
18.22,38.53,-0.499844007,-0.396336664,-0.22023702,-0.430506627,-0.372381021,-0.686238328,-0.748493766,0.032632128,14,medium risk,0
18.72,38.53,-0.544837168,-0.398035952,-0.230765322,-0.395662608,-0.372381021,-0.420749093,-0.56950425,0.022821233,13,medium risk,0
19.22,38.53,-0.489173097,-0.377158053,-0.240681638,-0.354633388,-0.372381021,-0.55054383,-0.748493766,-0.06512117,14,medium risk,0
19.72,38.53,-0.450693213,-0.372599306,-0.210506478,-0.354827679,-0.372381021,-0.40304981,-0.390514734,-0.065399224,13,medium risk,0
20.22,38.53,-0.410355664,-0.381870618,-0.146473502,-0.232758409,-0.212264734,-0.02546512,0.101706434,-0.048206338,7,medium risk,0
20.72,38.53,0.959934366,0.477886032,0.00201243,0.846081196,-0.135043264,1.449475077,1.13089615,-1.124296317,2,high risk,1
24.72,38.53,0.635539194,-0.177637068,0.089547466,-2.081336674,-0.244198619,0.971594453,1.175643529,-0.83796138,2,high risk,1
25.22,38.53,-0.410355664,-0.152772176,0.164091535,-0.541944153,-0.148751417,1.390477469,1.488875182,-0.879023697,2,high risk,1
25.72,38.53,0.635539194,-0.000607275,0.234718797,0.824842682,0.082841777,1.838859289,1.712612077,-0.184897652,17,high risk,1
26.22,38.53,0.780663351,0.024135859,0.124666951,1.836393229,1.087709745,1.986353309,1.667864698,-0.319535661,17,high risk,1
26.72,38.53,1.066376551,1.166811547,0.370908355,2.238002184,1.566928606,1.815260246,1.667864698,-1.685503523,17,high risk,1
-0.28,38.03,0.635539194,0.076012843,0.811427054,0.234655779,3.310555349,2.623527474,1.936348972,-0.490289616,17,high risk,1
0.22,38.03,-0.385704947,-0.177037885,0.483611986,-0.161574815,1.565698373,1.909656418,1.712612077,0.130307057,17,high risk,1
0.72,38.03,-0.489173097,-0.337526654,0.180829608,-0.297597958,-0.087701608,1.113188712,1.488875182,0.386720587,2,high risk,1
1.22,38.03,-0.450693213,-0.360473743,-0.140326733,-0.158486949,-0.187568647,0.240024116,0.459685466,0.417008226,7,medium risk,0
1.72,38.03,-0.450693213,-0.366584325,-0.251164304,-0.080590621,-0.250060932,-0.609541438,-0.793241145,0.435319593,14,medium risk,0
2.22,38.03,-0.489173097,-0.384849405,-0.197511581,0.05660027,-0.309479585,-0.55054383,-0.658999008,0.39592722,14,medium risk,0
2.72,38.03,-0.54618617,-0.398867887,-0.17374788,-0.019475772,-0.328901839,-0.668539046,-0.882735903,0.402090708,15,low risk,0
3.22,38.03,-0.556351544,-0.398913141,-0.169053551,-0.070196026,-0.368679583,-0.70393761,-0.927483282,0.44823359,15,low risk,0
3.72,38.03,-0.565519107,-0.398670667,-0.134310223,-0.038560374,-0.370618456,-0.609541438,-0.748493766,0.464259005,14,medium risk,0
4.22,38.03,-0.586641641,-0.398532937,-0.137157046,-0.013428077,-0.372164368,-0.680338567,-0.972230661,0.454322138,15,low risk,0
4.72,38.03,-0.599099254,-0.399033395,-0.130433753,-0.025958487,-0.372381021,-0.692138089,-0.927483282,0.483779277,15,low risk,0
