"longitude","latitude","environment.2019_land_distance","environment.2019_mean_depth","environment.2019_net_primary_production","environment.2019_sea.bottom_dissolved_oxygen","fishing.activity.2019_total_fishing","species.richness.2019","stocks.richness.2019","thermohalinity_2019","distance_class","distance_class_interpretation"
8.72,38.03,-0.450693213,-0.381540066,0.004858393,-0.432777695,-0.184777552,-0.080713453,0.277226872,0.210644243,4,"medium risk"
9.22,38.03,-0.489173097,-0.363418619,0.043168116,-0.50632208,-0.200661592,0.247896139,0.66441107,0.021161022,3,"high risk"
9.72,38.03,-0.543469549,-0.323536065,0.049688717,-0.530747404,0.121783214,0.63625293,1.003197242,-0.177573409,3,"high risk"
10.22,38.03,-0.551403485,-0.275810309,0.03545653,-0.526682632,-0.096804954,0.696000129,1.003197242,-0.246297148,3,"high risk"
10.72,38.03,-0.556351544,-0.233633915,-0.010807988,-0.504648304,0.408985055,0.480910214,1.099993292,-0.280282405,3,"high risk"
11.22,38.03,-0.54618617,-0.2655838,-0.05251485,-0.472829722,0.0530193,0.66015181,1.003197242,-0.231939441,3,"high risk"
11.72,38.03,-0.489173097,-0.294360803,-0.033121506,-0.428824919,0.19100495,0.911090044,1.341983415,-0.090727359,3,"high risk"
12.22,38.03,-0.410355664,-0.304677242,-0.043631231,-0.02564761,0.432007408,1.030584441,1.245187366,-0.084756084,3,"high risk"
13.72,38.03,0.704473162,-0.320868154,-0.298443416,-0.489247152,1.220478962,1.353219313,1.196789341,0.129721597,3,"high risk"
14.22,38.03,0.704473162,-0.329925811,-0.309236135,-0.486363744,0.129616403,1.263598515,1.099993292,0.127317849,3,"high risk"
16.22,38.03,2.473778614,-0.239395311,-0.303387388,-0.279465099,-0.153246082,0.672101249,0.66441107,-0.676512575,3,"high risk"
16.72,38.03,0.635539194,-0.342928332,-0.419729373,-0.294671782,0.329796585,0.409213576,0.422420946,-0.175715744,3,"high risk"
17.22,38.03,-0.410355664,-0.371168072,-0.417810136,-0.424274575,-0.416123674,-0.516868002,-0.303549424,-0.036367326,4,"medium risk"
17.72,38.03,-0.489173097,-0.391804885,-0.410161255,-0.550086402,-0.417610796,-0.851452314,-0.981121769,0.016782424,4,"medium risk"
18.22,38.03,-0.54618617,-0.398913141,-0.425584454,-0.576108521,-0.417642364,-0.982896151,-1.223111893,0.091362995,4,"medium risk"
18.72,38.03,-0.577698835,-0.405903806,-0.437758565,-0.442148836,-0.417642364,-1.138238868,-1.465102016,0.161048234,4,"medium risk"
19.22,38.03,-0.522130683,-0.406286209,-0.440419005,-0.432979029,-0.415128162,-0.929123672,-1.223111893,0.134064213,4,"medium risk"
19.72,38.03,-0.410355664,-0.403297816,-0.458753402,-0.505828616,-0.405477943,-0.749882077,-0.981121769,0.100209995,4,"medium risk"
20.22,38.03,0.635539194,-0.385144193,-0.48304548,-0.505220165,-0.372180599,-0.451146084,-0.78752967,0.051562554,4,"medium risk"
20.72,38.03,0.959934366,0.752509211,-0.4443249,1.109207847,0.068942859,0.445061895,0.374022922,-0.735984763,3,"high risk"
21.22,38.03,0.959934366,2.526997839,-0.099608788,1.906125047,0.803747987,0.319592778,0.616013045,-1.749180143,1,"high risk"
24.22,38.03,1.066376551,0.500290071,-0.070160488,1.779805178,0.336815897,1.861070501,1.39038144,-1.1351682,3,"high risk"
24.72,38.03,0.635539194,-0.18907375,-0.230029214,1.533027468,-0.329314079,1.616106987,1.29358539,-0.536563126,3,"high risk"
25.22,38.03,-0.410355664,-0.239395311,-0.297859205,1.387200179,-0.407288875,0.785620927,1.148391316,-0.619471082,3,"high risk"
25.72,38.03,0.635539194,-0.156309175,-0.31641726,1.452680167,-0.202088818,1.562334508,1.438779464,-0.873038267,3,"high risk"
26.22,38.03,0.865319125,0.168473877,-0.269215912,1.538323187,0.9056805,1.418941232,1.099993292,-1.595198847,3,"high risk"
26.72,38.03,1.669548855,0.557072904,0.253737345,1.142417596,0.934794461,1.299446834,1.003197242,-1.849841072,1,"high risk"
-1.28,37.53,6.494927379,1.006062249,0.433581037,-0.031807557,0.676404073,-1.389177102,-1.561898065,16.10792798,4,"medium risk"
-0.78,37.53,1.187011023,0.831181159,0.744030858,0.763913134,2.090808158,1.962640739,1.39038144,-0.995162025,1,"high risk"
-0.28,37.53,-0.390063914,-0.249059674,0.670117628,-0.106568336,1.035431869,1.538435629,1.487177489,0.286078613,3,"high risk"
0.22,37.53,-0.491381518,-0.369892623,0.488560222,-0.211139028,-0.35286455,0.600404611,0.761207119,0.472990971,3,"high risk"
0.72,37.53,-0.547516932,-0.395768847,0.353713668,-0.205905291,-0.400744964,-0.463095524,-0.206753374,0.567432576,4,"medium risk"
1.22,37.53,-0.543469549,-0.397878314,0.221264372,-0.22096046,-0.416269978,-0.642337119,-0.303549424,0.573202416,4,"medium risk"
1.72,37.53,-0.543469549,-0.398332476,0.146356662,-0.234884231,-0.411413367,-0.648311839,-0.351947448,0.577973496,4,"medium risk"
2.22,37.53,-0.543469549,-0.399551444,0.112597313,-0.258524854,-0.416789452,-0.761831516,-0.690733621,0.613828847,4,"medium risk"
2.72,37.53,-0.543469549,-0.399667994,0.08805452,-0.262616592,-0.417642364,-0.803654555,-0.78752967,0.629334539,4,"medium risk"
3.22,37.53,-0.543469549,-0.39949288,0.121201417,-0.262899976,-0.417642364,-0.791705116,-0.78752967,0.622787526,4,"medium risk"
3.72,37.53,-0.543469549,-0.399595194,0.116813057,-0.265696677,-0.417642364,-0.785730396,-0.78752967,0.62953555,4,"medium risk"
4.22,37.53,-0.543469549,-0.399448899,0.041043153,-0.263239074,-0.417642364,-0.809629275,-0.690733621,0.669302673,4,"medium risk"
4.72,37.53,-0.543469549,-0.399580611,-0.025019869,-0.25682772,-0.417642364,-0.845477594,-0.835927695,0.672941035,4,"medium risk"
5.22,37.53,-0.543469549,-0.399638944,-0.032275693,-0.250593547,-0.417642364,-0.839502875,-0.88432572,0.698558102,4,"medium risk"
5.72,37.53,-0.491381518,-0.399841719,-0.016211768,-0.248129943,-0.417642364,-0.755856797,-0.78752967,0.735154513,4,"medium risk"
6.22,37.53,-0.453617681,-0.399726095,-0.012724718,-0.244148716,-0.417642364,-0.678185438,-0.739131646,0.752764349,4,"medium risk"
6.72,37.53,-0.453617681,-0.399956648,-0.033164358,-0.238791897,-0.417642364,-0.696109598,-0.690733621,0.767188064,4,"medium risk"
7.22,37.53,-0.453617681,-0.399985352,-0.069398081,-0.239327321,-0.417642364,-0.761831516,-0.932723744,0.757000159,4,"medium risk"
7.72,37.53,-0.453617681,-0.399522162,-0.081264349,-0.24683039,-0.417642364,-0.743907357,-0.78752967,0.710768608,4,"medium risk"
8.22,37.53,-0.491381518,-0.39718654,-0.063398195,-0.275234754,-0.415668997,-0.714033758,-0.400345473,0.659380893,4,"medium risk"
8.72,37.53,-0.447709044,-0.357535118,-0.039970327,-0.291926522,-0.383592679,0.391289416,0.761207119,0.156857612,3,"high risk"
9.22,37.53,-0.417833977,-0.099266853,-0.042783773,-0.08292103,-0.201529961,0.982786682,1.148391316,-0.146294613,3,"high risk"
9.72,37.53,-0.417833977,-0.170261917,-0.017207033,-0.172092066,-0.119282265,1.012660281,1.196789341,-0.108708068,3,"high risk"
10.22,37.53,-0.447709044,-0.121839757,0.006100671,0.124043411,-0.223467267,0.863292285,1.148391316,-0.283119556,3,"high risk"
10.72,37.53,-0.453617681,-0.024352272,-0.019134696,0.027029419,0.276542942,0.923039483,1.245187366,-0.426396903,3,"high risk"
11.22,37.53,-0.453617681,-0.187975035,-0.049186636,-0.287705326,0.202361284,0.994736122,1.341983415,-0.165469739,3,"high risk"
11.72,37.53,-0.414137322,-0.174000534,-0.023585744,0.095002672,0.966585368,1.144104118,1.29358539,-0.2790313,3,"high risk"
12.22,37.53,0.572871917,0.398010625,-0.00743595,1.30794632,1.38584498,1.849121061,1.438779464,-1.014421796,3,"high risk"
12.72,37.53,3.392898338,2.31502074,0.027584152,1.373617614,1.95198675,0.851342845,1.099993292,-1.864834599,1,"high risk"
15.22,37.53,1.669548855,-0.30975427,-0.310660924,-0.472072902,0.293758268,1.156053558,0.954799218,-0.005742781,3,"high risk"
15.72,37.53,0.635539194,-0.370280118,-0.272100579,-0.546839559,-0.395929338,0.719899008,0.761207119,-0.001401995,3,"high risk"
16.22,37.53,0.572871917,-0.371459156,-0.303970558,-0.532560863,-0.093651641,0.457011334,0.519216996,-0.024833236,3,"high risk"
16.72,37.53,-0.414137322,-0.385958189,-0.37409506,-0.590952894,-0.36477567,-0.672210719,-0.690733621,0.106366572,4,"medium risk"
17.22,37.53,-0.491381518,-0.38905804,-0.394498773,-0.59850152,-0.401934634,-0.857427034,-0.981121769,0.099232598,4,"medium risk"
17.72,37.53,-0.547516932,-0.399566028,-0.406043442,-0.6015343,-0.417563346,-0.958997272,-0.981121769,0.139691587,4,"medium risk"
18.22,37.53,-0.586641641,-0.400480022,-0.42600146,-0.561032367,-0.417642364,-1.072516949,-1.368305967,0.188790589,4,"medium risk"
18.72,37.53,-0.588315401,-0.405672443,-0.447096666,-0.411114391,-0.417642364,-1.162137747,-1.513500041,0.223538174,4,"medium risk"
19.22,37.53,-0.547516932,-0.405123838,-0.45348845,-0.322624582,-0.417642364,-1.078491669,-1.368305967,0.1776874,4,"medium risk"
19.72,37.53,-0.491381518,-0.406224752,-0.464335047,-0.367255722,-0.412001266,-0.887300633,-0.932723744,0.164656136,4,"medium risk"
20.22,37.53,-0.414137322,-0.397719404,-0.473511793,-0.552597261,-0.384802321,-0.648311839,-0.690733621,0.296045396,4,"medium risk"
20.72,37.53,0.780663351,-0.34399001,-0.485362599,0.056502312,-0.225579992,-0.481019683,-0.835927695,-0.146220633,4,"medium risk"
21.22,37.53,1.066376551,-0.197531181,-0.390352523,0.722186827,-0.108011414,0.486884934,0.374022922,-0.902968541,3,"high risk"
23.72,37.53,0.865319125,0.61149581,0.055488208,1.861541997,1.104275323,1.395042352,1.39038144,-1.177709641,1,"high risk"
24.22,37.53,0.704473162,0.449622449,-0.145187269,1.881402215,1.484300313,1.819247462,1.487177489,-1.017043378,1,"high risk"
24.72,37.53,0.704473162,0.265047252,-0.29194341,1.791903487,-0.067367126,1.586233388,1.438779464,-0.968428268,3,"high risk"
25.22,37.53,0.635539194,-0.080122154,-0.335006503,1.527989814,-0.347642624,1.47868843,1.29358539,-0.791522819,3,"high risk"
25.72,37.53,-0.414137322,-0.270225532,-0.330871726,1.293069941,-0.370914438,0.63027821,1.003197242,-0.499552986,3,"high risk"
26.22,37.53,0.704473162,-0.254604984,-0.305473428,0.98811104,-0.288502994,1.329320434,1.196789341,-0.447702478,3,"high risk"
26.72,37.53,0.780663351,-0.04700955,0.046446411,1.281589273,1.624206922,1.592208107,1.196789341,-0.956990563,3,"high risk"
-1.78,37.03,1.888884255,-0.224749405,0.810098114,-0.333805033,1.142864446,2.082135136,1.438779464,-0.229094656,3,"high risk"
-1.28,37.03,0.572871917,-0.373624874,0.853738016,-0.171794069,0.657672141,1.0783822,1.099993292,0.529225454,3,"high risk"
-0.78,37.03,-0.390063914,-0.391241118,0.859831172,-0.227645767,0.175861558,0.110477583,0.132032798,0.55013714,4,"medium risk"
-0.28,37.03,-0.491381518,-0.39626861,0.855063373,-0.195211514,-0.346078992,-0.313727527,-0.0615593,0.541584005,4,"medium risk"
0.22,37.03,-0.501871476,-0.398098682,0.769842186,-0.198646099,-0.409943573,-0.486994403,-0.400345473,0.52504804,4,"medium risk"
0.72,37.03,-0.447709044,-0.398394281,0.610307737,-0.22000346,-0.417642364,-0.439196644,-0.303549424,0.531545418,4,"medium risk"
1.22,37.03,-0.417833977,-0.398867887,0.473664024,-0.227205545,-0.417642364,-0.427247204,-0.255151399,0.509917735,4,"medium risk"
1.72,37.03,-0.417833977,-0.399078301,0.407228244,-0.231586703,-0.417642364,-0.427247204,-0.255151399,0.570752962,4,"medium risk"
2.22,37.03,-0.417833977,-0.399063371,0.321906234,-0.240890058,-0.417642364,-0.361525286,-0.15835535,0.628276135,4,"medium risk"
2.72,37.03,-0.417833977,-0.398685829,0.298494412,-0.24853551,-0.417642364,-0.283853928,0.035236749,0.62400325,4,"medium risk"
3.22,37.03,-0.417833977,-0.397153901,0.362404015,-0.252791114,-0.417642364,-0.259955048,-0.013161276,0.613631056,4,"medium risk"
3.72,37.03,-0.417833977,-0.393670953,0.339340064,-0.249648504,-0.417642364,-0.391398885,-0.351947448,0.616763629,4,"medium risk"
4.22,37.03,-0.417833977,-0.392396198,0.271450643,-0.241150636,-0.417642364,-0.397373605,-0.448743498,0.651224499,4,"medium risk"
4.72,37.03,-0.417833977,-0.393169222,0.175733039,-0.245078913,-0.417642364,-0.445171364,-0.497141522,0.699200397,4,"medium risk"
5.22,37.03,-0.417833977,-0.395925095,0.145039051,-0.249876583,-0.417642364,-0.421272485,-0.15835535,0.750089213,4,"medium risk"
5.72,37.03,-0.417833977,-0.395382161,0.172573707,-0.256016656,-0.417642364,-0.546741602,-0.497141522,0.784018244,4,"medium risk"
6.22,37.03,0.635539194,-0.389172853,0.222084736,-0.265363664,-0.417642364,0.474935494,0.858003168,0.630609835,3,"high risk"
6.72,37.03,0.635539194,-0.378051678,0.199361278,-0.191941199,-0.417642364,0.421163015,0.761207119,0.732912995,3,"high risk"
7.22,37.03,0.704473162,-0.374316996,0.179427638,0.143410787,-0.417642364,0.498834373,0.66441107,0.539845324,3,"high risk"
7.72,37.03,0.572871917,-0.372719212,0.09730925,-0.222796908,-0.417642364,0.349466377,0.712809094,0.667211101,3,"high risk"
8.22,37.03,-0.394317842,-0.334303078,-0.016207954,-0.043946567,-0.417630729,0.331542217,0.66441107,0.37319183,3,"high risk"
8.72,37.03,0.572871917,0.115758477,-0.134173477,0.221024796,-0.384849481,1.311396274,1.051595267,-0.410181841,3,"high risk"
10.22,37.03,0.959934366,1.785077991,0.077442333,1.863374674,-0.366432155,0.737823168,1.003197242,-1.408817399,1,"high risk"
10.72,37.03,0.572871917,0.296512883,0.021552645,1.065450963,-0.097774184,1.783399143,1.583973538,-0.695896449,3,"high risk"
11.22,37.03,0.635539194,0.045619075,-0.141404014,0.108411713,0.040278173,1.849121061,1.583973538,-0.190128127,3,"high risk"
11.72,37.03,-0.417833977,-0.04700955,-0.119182683,0.342442825,0.065296894,1.006685561,1.245187366,-0.397050424,3,"high risk"
12.22,37.03,-0.453617681,0.777629077,-0.002593721,1.064240797,0.938091415,0.200098381,0.761207119,-0.93388585,3,"high risk"
12.72,37.03,-0.390063914,0.181573967,0.041473306,0.045149645,4.001346766,1.233724916,1.341983415,-0.633835972,1,"high risk"
13.22,37.03,0.704473162,-0.052293752,0.079255668,0.420017189,3.360386311,2.135907614,1.632371563,-0.869752537,1,"high risk"
13.72,37.03,2.152086716,0.380166142,0.196843536,0.582304731,1.601908371,1.705727785,1.29358539,-1.567631921,1,"high risk"
14.22,37.03,6.494927379,2.31502074,0.215630126,1.626305269,0.029637382,0.486884934,0.56761502,-2.452513535,1,"high risk"
15.72,37.03,-0.304469623,-0.392855105,-0.339718353,-0.658838175,-0.411822833,-0.451146084,-0.545539547,0.097255999,4,"medium risk"
16.22,37.03,-0.453617681,-0.399638944,-0.337227976,-0.687491371,-0.391576012,-0.779755676,-0.835927695,0.20182176,4,"medium risk"
16.72,37.03,-0.491381518,-0.400466018,-0.37709142,-0.679347481,-0.393418378,-0.875351194,-1.077917818,0.309331741,4,"medium risk"
17.22,37.03,-0.54882986,-0.402931963,-0.421778929,-0.657029291,-0.407950273,-0.929123672,-1.077917818,0.308188448,4,"medium risk"
17.72,37.03,-0.587483023,-0.403950239,-0.436152012,-0.624065299,-0.366653695,-1.060567509,-1.319907942,0.300160525,4,"medium risk"
18.22,37.03,-0.609719786,-0.406255538,-0.451828015,-0.568424979,-0.382780366,-1.144213587,-1.465102016,0.279368508,4,"medium risk"
18.72,37.03,-0.609719786,-0.408005056,-0.461689704,-0.479914945,-0.408348586,-1.174087187,-1.513500041,0.258263455,4,"medium risk"
19.22,37.03,-0.587483023,-0.406204266,-0.465073674,-0.346868376,-0.40351652,-1.174087187,-1.513500041,0.251565965,4,"medium risk"
19.72,37.03,-0.54882986,-0.407143376,-0.48130505,-0.363849065,-0.415342775,-1.05459279,-1.271509917,0.322485861,4,"medium risk"
20.22,37.03,-0.491381518,-0.406710279,-0.481176393,-0.459820479,-0.411683958,-0.827553435,-0.932723744,0.379795987,4,"medium risk"
20.72,37.03,-0.453617681,-0.394292705,-0.472126751,-0.579139074,-0.402658031,-0.708059038,-0.932723744,0.367686113,4,"medium risk"
21.22,37.03,-0.390063914,-0.359346441,-0.432816439,-0.44348803,-0.4044619,-0.230081449,0.083634774,0.410546763,4,"medium risk"
23.22,37.03,0.780663351,-0.0649038,-0.130538322,1.604274366,-0.362538484,1.508562029,1.196789341,-0.777946832,3,"high risk"
23.72,37.03,0.572871917,-0.208272732,-0.243823979,1.550284483,-0.394110032,1.448814831,1.29358539,-0.590857463,3,"high risk"
24.22,37.03,0.572871917,-0.221477797,-0.344063627,1.630303044,-0.374872365,1.305421554,1.245187366,-0.804953889,3,"high risk"
24.72,37.03,0.572871917,0.155913944,-0.335006151,1.793901032,0.467693124,1.436865391,1.39038144,-1.013510353,3,"high risk"
25.72,37.03,0.635539194,0.178246457,-0.328316904,1.468472267,-0.329826259,1.48466315,1.39038144,-0.889549604,3,"high risk"
26.22,37.03,-0.417833977,-0.157699669,-0.326804749,1.355485445,-0.286974772,0.618328771,1.099993292,-0.43177499,3,"high risk"
26.72,37.03,0.572871917,0.357522059,-0.196395274,1.655529295,1.58367075,1.347244593,1.196789341,-1.382015172,1,"high risk"
27.22,37.03,0.865319125,2.687412882,0.015373235,1.735896776,1.806890748,0.271795019,0.180430823,-1.855778686,1,"high risk"
-4.28,36.53,1.888884255,0.053931833,3.999752241,-0.582508268,2.562344058,1.574283948,1.438779464,-0.482044068,1,"high risk"
-3.78,36.53,1.669548855,-0.195988953,3.225842771,-0.538676797,0.685519631,1.831196902,1.39038144,0.000947737,3,"high risk"
-3.28,36.53,1.669548855,-0.244179634,2.686917238,-0.513199246,0.064717525,1.980564898,1.438779464,-0.035095707,3,"high risk"
-2.78,36.53,1.669548855,-0.041579632,1.81273401,-0.269870661,0.559398983,2.189680093,1.632371563,-0.730542914,3,"high risk"
-2.28,36.53,1.187011023,-0.112807447,1.278065237,-0.217203186,0.307391827,2.231503132,1.535575514,-0.011414302,3,"high risk"
-1.78,36.53,0.572871917,-0.324360246,1.394402307,-0.297310504,0.599292493,1.849121061,1.341983415,0.325332978,3,"high risk"
-1.28,36.53,-0.394317842,-0.391135332,1.385692463,-0.175598721,-0.352180248,0.002932625,-0.013161276,0.579554464,4,"medium risk"
-0.78,36.53,-0.493551838,-0.397251817,1.244948546,-0.197552323,-0.328458658,-0.469070243,-0.497141522,0.612483835,4,"medium risk"
-0.28,36.53,-0.493551838,-0.397559336,1.058619441,-0.197444324,-0.414109688,-0.421272485,-0.303549424,0.564290978,4,"medium risk"
0.22,36.53,-0.394317842,-0.396989551,0.968701732,-0.190552253,-0.417642364,-0.277879208,-0.109957325,0.561011144,4,"medium risk"
0.72,36.53,-0.152277725,-0.391618429,0.824052783,-0.20334197,-0.417642364,0.200098381,0.083634774,0.574236983,4,"medium risk"
1.22,36.53,0.635539194,-0.384001845,0.596187464,-0.215857399,-0.417642364,0.911090044,0.954799218,0.527105558,3,"high risk"
11.22,36.53,0.635539194,1.082206677,-0.219187593,1.213215206,-0.178313758,0.893165884,1.245187366,-0.994407036,3,"high risk"
11.72,36.53,-0.417833977,-0.155608719,-0.312831846,-0.282893575,0.556108107,1.006685561,1.148391316,0.147845941,3,"high risk"
12.22,36.53,0.572871917,-0.297793057,-0.281948214,-0.347109465,0.345979021,1.645980586,1.341983415,0.181709838,3,"high risk"
12.72,36.53,-0.417833977,-0.263438569,-0.279678627,-0.380956151,0.653905169,0.970837242,1.341983415,-0.047553901,3,"high risk"
13.22,36.53,-0.444663381,-0.294360803,-0.250260984,-0.428192892,0.068666132,0.833418685,1.29358539,0.108923991,3,"high risk"
13.72,36.53,-0.394317842,-0.252792503,-0.106528562,-0.310445977,0.539222593,1.138129398,1.438779464,-0.015354654,3,"high risk"
14.22,36.53,0.572871917,-0.211494224,0.0100817,0.200404954,2.100253277,1.950691299,1.487177489,-0.588547144,3,"high risk"
14.72,36.53,1.669548855,0.790589817,0.018626411,0.503333683,2.159423858,1.329320434,1.438779464,-1.188994624,1,"high risk"
15.22,36.53,0.780663351,-0.172765825,-0.173104306,-0.227110921,2.469216279,1.311396274,1.003197242,-0.574538318,3,"high risk"
15.72,36.53,-0.394317842,-0.400099471,-0.337328595,-0.710019114,-0.413957074,-0.21215729,-0.255151399,0.182758981,4,"medium risk"
16.22,36.53,-0.505826704,-0.404692708,-0.382363046,-0.768505103,-0.417341864,-0.958997272,-1.126315843,0.289232871,4,"medium risk"
16.72,36.53,-0.566602153,-0.40578853,-0.411596069,-0.767377771,-0.416224767,-1.066542229,-1.319907942,0.373557565,4,"medium risk"
17.22,36.53,-0.588315401,-0.406898587,-0.446694134,-0.759528478,-0.401372439,-1.180061907,-1.561898065,0.385757609,4,"medium risk"
17.72,36.53,-0.610331808,-0.407489669,-0.476469006,-0.72315548,-0.364009552,-1.203960786,-1.561898065,0.369818606,4,"medium risk"
18.22,36.53,-0.629155069,-0.40941731,-0.49670079,-0.70435007,-0.408328054,-1.186036626,-1.561898065,0.344632122,4,"medium risk"
18.72,36.53,-0.629155069,-0.409866726,-0.483585985,-0.607300465,-0.413243576,-1.168112467,-1.513500041,0.30166112,4,"medium risk"
19.22,36.53,-0.610331808,-0.406888749,-0.466261234,-0.443506112,-0.417331734,-1.174087187,-1.465102016,0.262456701,4,"medium risk"
19.72,36.53,-0.588315401,-0.406101258,-0.475272547,-0.424780022,-0.413032205,-1.174087187,-1.513500041,0.362569527,4,"medium risk"
20.22,36.53,-0.566602153,-0.40312791,-0.47839849,-0.508860739,-0.41758546,-1.108365268,-1.368305967,0.417163621,4,"medium risk"
20.72,36.53,-0.527078655,-0.404020146,-0.466953524,-0.545799454,-0.41707683,-0.923148953,-1.174713868,0.494398452,4,"medium risk"
21.22,36.53,-0.417833977,-0.407084928,-0.429551345,-0.539929835,-0.41440932,-0.552716321,-0.497141522,0.588585236,4,"medium risk"
21.72,36.53,0.780663351,-0.378522622,-0.381322589,-0.491821237,-0.379607178,-0.313727527,-0.545539547,-0.00840317,4,"medium risk"
22.22,36.53,1.066376551,-0.319233797,-0.360235768,-0.356173898,-0.306040683,0.588455171,0.519216996,-0.013970183,3,"high risk"
22.72,36.53,1.669548855,-0.225151599,-0.270813501,-0.154623633,-0.417642364,1.006685561,0.712809094,-0.611498256,3,"high risk"
23.22,36.53,0.704473162,-0.189619577,-0.323695011,1.25472746,-0.417642364,1.335295153,1.196789341,-0.649359722,3,"high risk"
23.72,36.53,-0.417833977,-0.236555295,-0.376432114,1.172888643,-0.417526182,0.618328771,1.003197242,-0.643900902,3,"high risk"
24.22,36.53,0.572871917,-0.202534252,-0.391092837,1.335153123,-0.406702598,1.150078838,1.196789341,-0.900807973,3,"high risk"
24.72,36.53,0.572871917,0.069184213,-0.348153302,1.454535882,-0.267206555,1.48466315,1.438779464,-1.202997755,3,"high risk"
25.22,36.53,0.572871917,0.391976894,-0.364083691,1.596198277,-0.066963005,1.311396274,1.196789341,-1.383962642,3,"high risk"
25.72,36.53,0.572871917,-0.062447693,-0.368099714,1.310457509,-0.112780323,1.353219313,1.245187366,-0.768490182,3,"high risk"
26.22,36.53,0.572871917,-0.132042655,-0.331403801,1.249554427,-0.392486775,1.406991792,1.245187366,-0.64647879,3,"high risk"
26.72,36.53,0.572871917,-0.17089235,-0.300161972,1.203119067,0.958801172,1.257623795,1.29358539,-0.492317731,3,"high risk"
27.22,36.53,0.635539194,0.32076262,-0.273265629,1.042435165,0.271352662,1.036559161,1.003197242,-0.920698537,3,"high risk"
27.72,36.53,0.704473162,0.155913944,-0.259529671,0.840318769,0.561782068,1.024609721,1.003197242,-0.698100729,3,"high risk"
28.22,36.53,0.959934366,0.2206872,-0.163459675,0.913130147,0.243570373,1.0485086,0.954799218,-0.789312186,3,"high risk"
28.72,36.53,1.669548855,-0.253400599,0.15383115,0.182330114,-0.298049863,1.150078838,0.858003168,0.037380135,3,"high risk"
30.72,36.53,1.187011023,-0.243510081,1.565622127,-0.010299809,0.041890681,1.657930026,1.196789341,-0.209426784,3,"high risk"
31.22,36.53,1.066376551,-0.273427696,0.282109751,0.4635863,-0.017988611,1.305421554,1.148391316,-0.197187698,3,"high risk"
31.72,36.53,2.875893494,-0.289978906,-0.159436089,-0.920695134,-0.376747881,0.516758533,0.325624897,-0.356661967,3,"high risk"
34.72,36.53,1.324878959,0.694019567,1.077189297,1.306524514,6.121660973,0.480910214,0.519216996,-1.912194589,1,"high risk"
35.22,36.53,3.392898338,5.989290156,2.256906628,1.35110902,-0.267103301,0.22997198,0.422420946,-2.531090207,1,"high risk"
35.72,36.53,1.483957386,1.312947231,5.419647283,1.189648434,1.548610657,0.325567498,0.616013045,-1.653440412,1,"high risk"
-5.78,36.03,4.082238132,0.374385534,1.929711263,-0.483105723,-0.203222973,1.090331639,1.051595267,-1.43257419,3,"high risk"
-5.28,36.03,1.187011023,-0.147669917,3.636320511,-0.501992674,0.703238859,1.807298022,1.487177489,-0.550402186,3,"high risk"
-4.78,36.03,-0.152277725,-0.273669129,4.020335568,-0.524440731,0.959088165,1.448814831,1.196789341,0.085923336,3,"high risk"
-4.28,36.03,-0.394317842,-0.322095803,3.814258123,-0.5623003,-0.236908385,1.0485086,1.003197242,0.282241841,3,"high risk"
-3.78,36.03,-0.417833977,-0.310636899,3.31631172,-0.51699312,-0.2302272,1.012660281,1.003197242,0.330739912,3,"high risk"
-3.28,36.03,-0.417833977,-0.319993627,2.63018698,-0.439838784,-0.313824107,1.04253388,1.148391316,0.474845356,3,"high risk"
-2.78,36.03,-0.417833977,-0.347267636,2.07366969,-0.404347859,-0.261092872,1.203851317,1.29358539,0.46081984,3,"high risk"
-2.28,36.03,-0.417833977,-0.368659187,1.542094998,-0.364829785,-0.320910648,0.66015181,0.809605144,0.539983557,3,"high risk"
-1.78,36.03,-0.444663381,-0.380681626,1.484845675,-0.272453081,-0.416851122,-0.026940974,0.035236749,0.616317266,4,"medium risk"
-1.28,36.03,-0.447709044,-0.394124767,1.48155556,-0.209246619,-0.416917328,-0.277879208,-0.15835535,0.674330075,4,"medium risk"
-0.78,36.03,-0.417833977,-0.396302637,1.306975183,-0.205462241,-0.417642364,-0.343601126,-0.351947448,0.701749948,4,"medium risk"
-0.28,36.03,-0.394317842,-0.386369064,1.303995093,-0.210458715,-0.417642364,0.815494526,0.809605144,0.587161691,3,"high risk"
10.72,36.03,0.635539194,3.176177605,0.101132171,2.045500966,-0.416221004,0.24192142,0.470818971,-1.568325666,1,"high risk"
11.22,36.03,-0.394317842,0.953770339,-0.25121506,1.610369898,0.008841004,-0.080713453,0.56761502,-0.751790606,3,"high risk"
11.72,36.03,-0.493551838,0.087809474,-0.393620356,-0.118953138,0.508438351,0.020856785,0.712809094,0.019206745,3,"high risk"
12.22,36.03,-0.453617681,-0.180006834,-0.416521119,-0.353161082,0.355986857,0.66015181,1.099993292,0.203140604,3,"high risk"
12.72,36.03,-0.493551838,-0.307494341,-0.425588233,-0.385828942,-0.31762176,0.086578703,0.712809094,0.345623882,4,"medium risk"
13.22,36.03,-0.528679137,-0.284698176,-0.413623045,-0.332703132,0.908277349,0.038780944,0.422420946,0.375164167,4,"medium risk"
13.72,36.03,-0.421448495,-0.302402382,-0.339300183,-0.321661122,-0.238056723,0.468960774,0.906401193,0.350256867,3,"high risk"
